records,size,acks,compression,inflight,batch,linger,time,batch-size-avg,batch-size-max,batch-split-rate,batch-split-total,buffer-available-bytes,buffer-exhausted-rate,buffer-exhausted-total,buffer-total-bytes,bufferpool-wait-ratio,bufferpool-wait-time-total,compression-rate-avg,connection-close-rate,connection-close-total,connection-count,connection-creation-rate,connection-creation-total,failed-authentication-rate,failed-authentication-total,failed-reauthentication-rate,failed-reauthentication-total,incoming-byte-rate,incoming-byte-total,io-ratio,io-time-ns-avg,io-wait-ratio,io-wait-time-ns-avg,io-waittime-total,iotime-total,metadata-age,network-io-rate,network-io-total,outgoing-byte-rate,outgoing-byte-total,produce-throttle-time-avg,produce-throttle-time-max,reauthentication-latency-avg,reauthentication-latency-max,record-error-rate,record-error-total,record-queue-time-avg,record-queue-time-max,record-retry-rate,record-retry-total,record-send-rate,record-send-total,record-size-avg,record-size-max,records-per-request-avg,request-latency-avg,request-latency-max,request-rate,request-size-avg,request-size-max,request-total,requests-in-flight,response-rate,response-total,select-rate,select-total,successful-authentication-no-reauth-total,successful-authentication-rate,successful-authentication-total,successful-reauthentication-rate,successful-reauthentication-total,waiting-threads,incoming-byte-rate--2,incoming-byte-rate-1,incoming-byte-rate-2,incoming-byte-rate-3,incoming-byte-total--2,incoming-byte-total-1,incoming-byte-total-2,incoming-byte-total-3,outgoing-byte-rate--2,outgoing-byte-rate-1,outgoing-byte-rate-2,outgoing-byte-rate-3,outgoing-byte-total--2,outgoing-byte-total-1,outgoing-byte-total-2,outgoing-byte-total-3,request-latency-avg--2,request-latency-avg-1,request-latency-avg-2,request-latency-avg-3,request-latency-max--2,request-latency-max-1,request-latency-max-2,request-latency-max-3,request-rate--2,request-rate-1,request-rate-2,request-rate-3,request-size-avg--2,request-size-avg-1,request-size-avg-2,request-size-avg-3,request-size-max--2,request-size-max-1,request-size-max-2,request-size-max-3,request-total--2,request-total-1,request-total-2,request-total-3,response-rate--2,response-rate-1,response-rate-2,response-rate-3,response-total--2,response-total-1,response-total-2,response-total-3,byte-rate,byte-total,compression-rate,record-error-rate,record-error-total,record-retry-rate,record-retry-total,record-send-rate,record-send-total
16384,1024,-1,"snappy",10,0,1000,3,1119.000,1119.000,0.000,0.000,33554432.000,0.000,0.000,33554432.000,0.000,0.000,1.024,0.000,0.000,4.000,0.122,4.000,0.000,0.000,0.000,0.000,24729.345,807240.000,0.010,51241.191,0.051,262787.708,1674220489.000,326457630.000,2.594,508.224,16592.000,575736.033,18796630.000,0.000,0.000,NaN,NaN,0.000,0.000,1118.933,2296.000,0.000,0.000,504.418,16384.000,1110.000,1110.000,1.976,8.460,26.000,254.104,2265.746,2294.000,8296.000,0.000,254.143,8296.000,194.368,6371.000,0.000,0.000,0.000,0.000,0.000,0.000,24.324,8378.665,8232.385,8220.779,794.000,272072.000,267322.000,267052.000,2.389,194771.765,191742.735,191848.237,78.000,6326966.000,6228571.000,6241015.000,NaN,8.083,8.830,8.475,NaN,24.000,26.000,24.000,0.061,86.717,84.716,83.766,39.000,2245.994,2263.289,2290.281,48.000,2294.000,2294.000,2294.000,2.000,2817.000,2752.000,2725.000,0.061,86.752,84.750,83.885,2.000,2817.000,2752.000,2725.000,564461.084,18333696.000,1.024,0.000,0.000,0.000,0.000,504.433,16384.000
16384,1024,-1,"snappy",10,1048576,0,2,63550.000,84696.000,0.000,0.000,33554432.000,0.000,0.000,33554432.000,0.000,0.000,0.093,0.000,0.000,4.000,0.131,4.000,0.000,0.000,0.000,0.000,105.863,3214.000,0.001,20395.180,0.009,315876.466,270390255.000,17458274.000,0.315,1.776,54.000,46021.574,1399378.000,0.000,0.000,NaN,NaN,0.000,0.000,52.636,104.000,0.000,0.000,542.319,16384.000,1110.000,1110.000,744.727,56.000,75.000,0.888,51828.815,84744.000,27.000,0.000,0.889,27.000,28.029,856.000,0.000,0.000,0.000,0.000,0.000,0.000,26.154,30.169,26.057,23.960,794.000,910.000,786.000,724.000,2.565,23968.913,19231.541,3112.866,78.000,724005.000,581081.000,94214.000,NaN,51.556,59.286,58.833,NaN,63.000,75.000,72.000,0.066,0.331,0.265,0.231,39.000,72400.500,72635.125,13459.143,48.000,84744.000,84743.000,82170.000,2.000,10.000,8.000,7.000,0.066,0.332,0.265,0.232,2.000,10.000,8.000,7.000,46279.378,1398100.000,0.093,0.000,0.000,0.000,0.000,542.337,16384.000
16384,1024,-1,"snappy",10,1048576,20,1,81857.000,82884.000,0.000,0.000,33554432.000,0.000,0.000,33554432.000,0.000,0.000,0.082,0.000,0.000,4.000,0.131,4.000,0.000,0.000,0.000,0.000,95.703,2904.000,0.001,30820.090,0.008,426604.608,249990300.000,18060573.000,0.298,1.448,44.000,45818.484,1392607.000,0.000,0.000,NaN,NaN,0.000,0.000,72.118,126.000,0.000,0.000,542.624,16384.000,1110.000,1110.000,963.765,64.118,103.000,0.724,63300.318,82932.000,22.000,0.000,0.725,22.000,19.199,586.000,0.000,0.000,0.000,0.000,0.000,0.000,26.167,21.964,23.973,24.020,794.000,662.000,724.000,724.000,2.566,13659.379,16331.416,16097.381,78.000,412363.000,494009.000,486157.000,NaN,58.000,74.500,58.833,NaN,75.000,103.000,79.000,0.066,0.199,0.231,0.232,39.000,68727.167,70572.714,69451.000,48.000,82931.000,82932.000,82931.000,2.000,6.000,7.000,7.000,0.066,0.199,0.232,0.232,2.000,6.000,7.000,7.000,46089.127,1391569.000,0.082,0.000,0.000,0.000,0.000,542.642,16384.000
16384,1024,-1,"snappy",10,1048576,1000,2,81978.176,82118.000,0.000,0.000,33554432.000,0.000,0.000,33554432.000,0.000,0.000,0.082,0.000,0.000,4.000,0.131,4.000,0.000,0.000,0.000,0.000,95.592,2904.000,0.001,49357.058,0.009,686838.589,285724853.000,20532536.000,0.329,1.446,44.000,45834.988,1394667.000,0.000,0.000,NaN,NaN,0.000,0.000,85.529,122.000,0.000,0.000,542.535,16384.000,1110.000,1110.000,963.765,69.647,106.000,0.723,63393.955,82166.000,22.000,0.000,0.724,22.000,13.607,416.000,0.000,0.000,0.000,0.000,0.000,0.000,26.137,21.918,26.058,21.949,794.000,662.000,786.000,662.000,2.563,13578.700,18971.029,13604.802,78.000,410810.000,572982.000,410797.000,NaN,84.600,63.429,63.400,NaN,106.000,80.000,82.000,0.066,0.198,0.265,0.199,39.000,68468.333,71622.750,68466.167,48.000,82166.000,82156.000,82153.000,2.000,6.000,8.000,6.000,0.066,0.199,0.265,0.199,2.000,6.000,8.000,6.000,46149.712,1393629.000,0.082,0.000,0.000,0.000,0.000,542.552,16384.000
16384,1024,-1,"snappy",10,5000000,0,1,346854.250,389841.000,0.000,0.000,33554432.000,0.000,0.000,33554432.000,0.000,0.000,0.082,0.000,0.000,4.000,0.131,4.000,0.000,0.000,0.000,0.000,69.088,2098.000,0.001,621288.233,0.010,9946589.200,298397676.000,18638647.000,0.323,0.822,25.000,45631.321,1387831.000,0.000,0.000,NaN,NaN,0.000,0.000,75.750,100.000,0.000,0.000,542.355,16384.000,1110.000,1110.000,4096.000,110.750,124.000,0.296,154203.444,389889.000,9.000,0.000,0.296,9.000,0.982,30.000,0.000,0.000,0.000,0.000,0.000,0.000,26.147,13.724,13.700,15.778,794.000,414.000,414.000,476.000,2.565,12913.959,12875.747,20123.771,78.000,389937.000,389736.000,608080.000,NaN,111.000,124.000,104.000,NaN,111.000,124.000,111.000,0.066,0.066,0.066,0.099,39.000,194968.500,194868.000,202693.333,48.000,389889.000,389688.000,389883.000,2.000,2.000,2.000,3.000,0.066,0.066,0.066,0.099,2.000,2.000,2.000,3.000,45928.794,1387417.000,0.082,0.000,0.000,0.000,0.000,542.391,16384.000
16384,1024,-1,"snappy",10,5000000,20,2,346863.500,389841.000,0.000,0.000,33554432.000,0.000,0.000,33554432.000,0.000,0.000,0.082,0.000,0.000,3.000,0.098,3.000,0.000,0.000,0.000,0.000,57.111,1746.000,0.001,208464.446,0.016,5984748.699,496734142.000,17302549.000,0.528,0.784,24.000,45322.491,1387820.000,0.000,0.000,NaN,NaN,0.000,0.000,61.000,82.000,0.000,0.000,538.770,16384.000,1110.000,1110.000,4096.000,150.500,331.000,0.261,173477.500,389889.000,8.000,0.000,0.262,8.000,2.699,83.000,0.000,0.000,0.000,0.000,0.000,0.000,25.972,15.649,15.658,794.000,476.000,476.000,2.547,25591.085,20001.447,78.000,779658.000,608084.000,NaN,218.000,83.000,NaN,331.000,97.000,0.065,0.098,0.099,39.000,259886.000,202694.667,48.000,389889.000,389885.000,2.000,3.000,3.000,0.065,0.099,0.099,2.000,3.000,3.000,45626.426,1387454.000,0.082,0.000,0.000,0.000,0.000,538.788,16384.000
16384,1024,-1,"snappy",10,5000000,1000,1,346854.750,389840.000,0.000,0.000,33554432.000,0.000,0.000,33554432.000,0.000,0.000,0.082,0.000,0.000,4.000,0.131,4.000,0.000,0.000,0.000,0.000,68.972,2098.000,0.001,149410.336,0.011,3088165.531,348962705.000,16883368.000,0.373,0.821,25.000,45553.502,1387833.000,0.000,0.000,NaN,NaN,0.000,0.000,135.250,171.000,0.000,0.000,542.912,16384.000,1110.000,1110.000,4096.000,90.500,113.000,0.295,154203.667,389888.000,9.000,0.000,0.296,9.000,3.692,113.000,0.000,0.000,0.000,0.000,0.000,0.000,26.104,15.769,13.723,13.722,794.000,476.000,414.000,414.000,2.560,25749.761,7229.709,12918.204,78.000,779677.000,218142.000,389936.000,NaN,110.500,47.000,94.000,NaN,113.000,47.000,94.000,0.066,0.099,0.066,0.066,39.000,259892.333,109071.000,194968.000,48.000,389887.000,218094.000,389888.000,2.000,3.000,2.000,2.000,0.066,0.099,0.066,0.066,2.000,3.000,2.000,2.000,45976.041,1387419.000,0.082,0.000,0.000,0.000,0.000,542.930,16384.000
16384,1024,-1,"none",1,0,0,32,1094.000,1094.000,0.000,0.000,33554432.000,0.000,0.000,33554432.000,0.000,0.000,1.000,0.000,0.000,4.000,0.127,4.000,0.000,0.000,0.000,0.000,25868.893,807006.000,0.017,26485.741,0.948,1469406.573,29739319635.000,536044903.000,31.151,530.419,16574.000,588429.929,18386670.000,0.000,0.000,NaN,NaN,0.000,0.000,15602.586,30928.000,0.000,0.000,527.682,16384.000,1110.000,1110.000,1.978,11.151,228.000,265.209,2218.737,2244.000,8287.000,0.000,265.635,8287.000,644.965,20239.000,0.000,0.000,0.000,0.000,0.000,0.000,25.452,8715.376,8608.726,8636.677,794.000,270656.000,267344.000,268212.000,2.496,198646.794,196242.757,196331.972,78.000,6177518.000,6103346.000,6105728.000,NaN,11.153,11.119,11.181,NaN,228.000,227.000,228.000,0.064,89.231,88.065,89.103,39.000,2226.133,2228.312,2203.438,48.000,2244.000,2244.000,2244.000,2.000,2775.000,2739.000,2771.000,0.064,89.360,88.198,89.229,2.000,2775.000,2739.000,2771.000,577284.164,17924096.000,1.000,0.000,0.000,0.000,0.000,527.699,16384.000
16384,1024,-1,"none",1,0,20,34,1094.000,1094.000,0.000,0.000,33554432.000,0.000,0.000,33554432.000,0.000,0.000,1.000,0.000,0.000,4.000,0.122,4.000,0.000,0.000,0.000,0.000,24751.588,806382.000,0.016,25559.090,0.947,1468878.279,31071182238.000,540651426.000,32.523,506.466,16526.000,563460.313,18385710.000,0.000,0.000,NaN,NaN,0.000,0.000,14760.990,32257.000,0.000,0.000,505.414,16384.000,1110.000,1110.000,1.984,11.555,653.000,253.233,2225.065,2244.000,8263.000,0.000,253.630,8263.000,644.732,21153.000,0.000,0.000,0.000,0.000,0.000,0.000,24.372,8356.083,8101.342,8387.232,794.000,270946.000,262686.000,271956.000,2.390,190794.321,184287.756,191164.531,78.000,6194710.000,5984192.000,6206730.000,NaN,11.637,11.426,11.601,NaN,653.000,651.000,652.000,0.061,85.127,83.392,85.900,39.000,2241.212,2209.820,2225.432,48.000,2244.000,2244.000,2244.000,2.000,2764.000,2708.000,2789.000,0.061,85.245,83.518,86.014,2.000,2764.000,2708.000,2789.000,552939.783,17924096.000,1.000,0.000,0.000,0.000,0.000,505.429,16384.000
16384,1024,-1,"none",1,0,1000,31,1094.000,1094.000,0.000,0.000,33554432.000,0.000,0.000,33554432.000,0.000,0.000,1.000,0.000,0.000,4.000,0.132,4.000,0.000,0.000,0.000,0.000,26766.266,807110.000,0.019,24359.365,0.940,1206365.998,28485920300.000,575197690.000,30.107,549.819,16582.000,609663.119,18386830.000,0.000,0.000,NaN,NaN,0.000,0.000,14492.212,29880.000,0.000,0.000,273.870,16384.000,1110.000,1110.000,1.977,10.621,244.000,274.910,2217.685,2244.000,8291.000,0.000,274.955,8291.000,779.538,23613.000,0.000,0.000,0.000,0.000,0.000,0.000,26.332,4486.568,4488.920,4502.349,794.000,268382.000,268608.000,269326.000,2.586,202860.613,203994.278,204922.007,78.000,6096570.000,6131456.000,6158726.000,NaN,10.660,10.602,10.600,NaN,220.000,244.000,242.000,0.066,92.836,91.593,91.369,39.000,2185.151,2227.191,2242.799,48.000,2244.000,2244.000,2244.000,2.000,2790.000,2753.000,2746.000,0.066,46.641,46.008,45.905,2.000,2790.000,2753.000,2746.000,299623.817,17924096.000,1.000,0.000,0.000,0.000,0.000,273.875,16384.000
16384,1024,-1,"none",1,1048576,0,3,996529.706,1048473.000,0.000,0.000,33554432.000,0.000,0.000,33554432.000,0.000,0.000,1.000,0.000,0.000,4.000,0.125,4.000,0.000,0.000,0.000,0.000,91.661,2904.000,0.002,100983.778,0.048,3192140.761,1535419706.000,48573197.000,1.638,4.822,153.000,533960.824,16942043.000,0.000,0.000,NaN,NaN,0.000,0.000,624.824,1399.000,0.000,0.000,519.566,16384.000,1110.000,1110.000,963.765,203.647,409.000,0.693,770092.864,1048521.000,22.000,0.000,0.694,22.000,15.091,481.000,0.000,0.000,0.000,0.000,0.000,0.000,25.062,21.002,28.852,17.064,794.000,662.000,910.000,538.000,2.458,138286.399,298782.200,99730.858,78.000,4359617.000,9436737.000,3145611.000,NaN,194.200,167.667,327.333,NaN,252.000,225.000,409.000,0.063,0.190,0.317,0.127,39.000,726602.833,943673.700,786402.750,48.000,1048521.000,1048521.000,1048521.000,2.000,6.000,10.000,4.000,0.063,0.190,0.317,0.127,2.000,6.000,10.000,4.000,537246.853,16941005.000,1.000,0.000,0.000,0.000,0.000,519.583,16384.000
16384,1024,-1,"none",1,1048576,20,3,996529.706,1048473.000,0.000,0.000,33554432.000,0.000,0.000,33554432.000,0.000,0.000,1.000,0.000,0.000,4.000,0.125,4.000,0.000,0.000,0.000,0.000,91.384,2904.000,0.002,83357.481,0.051,2659689.676,1635709151.000,51264851.000,1.733,4.807,153.000,532316.681,16942043.000,0.000,0.000,NaN,NaN,0.000,0.000,728.529,1510.000,0.000,0.000,518.711,16384.000,1110.000,1110.000,963.765,198.471,319.000,0.691,770092.864,1048521.000,22.000,0.000,0.692,22.000,19.234,615.000,0.000,0.000,0.000,0.000,0.000,0.000,24.986,17.039,26.841,22.932,794.000,538.000,848.000,724.000,2.451,99566.708,236890.979,199213.870,78.000,3145611.000,7505180.000,6291174.000,NaN,204.000,197.125,197.500,NaN,226.000,319.000,309.000,0.063,0.127,0.284,0.222,39.000,786402.750,833908.889,898739.143,48.000,1048521.000,1048521.000,1048521.000,2.000,4.000,9.000,7.000,0.063,0.127,0.285,0.222,2.000,4.000,9.000,7.000,536362.356,16941005.000,1.000,0.000,0.000,0.000,0.000,518.727,16384.000
16384,1024,-1,"none",1,1048576,1000,3,996529.706,1048473.000,0.000,0.000,33554432.000,0.000,0.000,33554432.000,0.000,0.000,1.000,0.000,0.000,4.000,0.126,4.000,0.000,0.000,0.000,0.000,91.846,2904.000,0.002,132614.043,0.046,3677478.825,1470991530.000,53045617.000,1.574,5.147,163.000,534972.465,16942043.000,0.000,0.000,NaN,NaN,0.000,0.000,686.412,1378.000,0.000,0.000,521.601,16384.000,1110.000,1110.000,963.765,214.294,349.000,0.695,770092.864,1048521.000,22.000,0.000,0.696,22.000,12.577,400.000,0.000,0.000,0.000,0.000,0.000,0.000,25.112,19.108,25.030,23.041,794.000,600.000,786.000,724.000,2.463,133541.312,233599.459,171610.649,78.000,4194132.000,7339695.000,5408138.000,NaN,226.250,197.000,226.500,NaN,252.000,270.000,349.000,0.063,0.159,0.255,0.222,39.000,838826.400,917461.875,772591.143,48.000,1048521.000,1048521.000,1048521.000,2.000,5.000,8.000,7.000,0.063,0.159,0.255,0.223,2.000,5.000,8.000,7.000,539350.684,16941005.000,1.000,0.000,0.000,0.000,0.000,521.617,16384.000
16384,1024,-1,"none",1,5000000,0,2,4235464.750,4999387.000,0.000,0.000,33554432.000,0.000,0.000,33554432.000,0.000,0.000,1.000,0.000,0.000,4.000,0.125,4.000,0.000,0.000,0.000,0.000,65.780,2098.000,0.003,535163.047,0.053,11361213.987,1704182098.000,80274457.000,1.848,4.640,148.000,531122.386,16942273.000,0.000,0.000,NaN,NaN,0.000,0.000,334.500,1073.000,0.000,0.000,516.373,16384.000,1110.000,1110.000,4096.000,790.250,1004.000,0.282,1882474.778,4999435.000,9.000,0.000,0.282,9.000,4.682,150.000,0.000,0.000,0.000,0.000,0.000,0.000,24.896,13.075,15.029,13.044,794.000,414.000,476.000,414.000,2.445,61286.665,315055.550,157224.392,78.000,1944013.000,9998918.000,4999264.000,NaN,504.000,826.500,1004.000,NaN,504.000,988.000,1004.000,0.063,0.063,0.095,0.063,39.000,972006.500,3332972.667,2499632.000,48.000,1943965.000,4999435.000,4999216.000,2.000,2.000,3.000,2.000,0.063,0.063,0.095,0.063,2.000,2.000,3.000,2.000,533971.855,16941859.000,1.000,0.000,0.000,0.000,0.000,516.389,16384.000
16384,1024,-1,"none",1,5000000,20,2,4235261.000,4999387.000,0.000,0.000,33554432.000,0.000,0.000,33554432.000,0.000,0.000,1.000,0.000,0.000,3.000,0.094,3.000,0.000,0.000,0.000,0.000,55.114,1746.000,0.002,443285.000,0.048,9140750.190,1535646032.000,74471880.000,1.631,5.137,163.000,533907.220,16941410.000,0.000,0.000,NaN,NaN,0.000,0.000,506.250,942.000,0.000,0.000,520.391,16384.000,1110.000,1110.000,4096.000,639.000,883.000,0.252,2117676.250,4999435.000,8.000,0.000,0.253,8.000,5.272,168.000,0.000,0.000,0.000,0.000,0.000,0.000,25.063,15.115,15.126,794.000,476.000,476.000,2.458,316641.903,220457.083,78.000,9998918.000,6942414.000,NaN,735.500,542.500,NaN,883.000,797.000,0.063,0.095,0.095,39.000,3332972.667,2314138.000,48.000,4999435.000,4999435.000,2.000,3.000,3.000,0.063,0.095,0.095,2.000,3.000,3.000,538101.325,16941044.000,1.000,0.000,0.000,0.000,0.000,520.408,16384.000
16384,1024,-1,"none",1,5000000,1000,3,4235261.000,4999387.000,0.000,0.000,33554432.000,0.000,0.000,33554432.000,0.000,0.000,1.000,0.000,0.000,4.000,0.126,4.000,0.000,0.000,0.000,0.000,66.264,2098.000,0.002,513905.474,0.047,9842611.092,1496076886.000,78113632.000,1.617,4.731,150.000,534296.014,16941458.000,0.000,0.000,NaN,NaN,0.000,0.000,255.500,709.000,0.000,0.000,520.672,16384.000,1110.000,1110.000,4096.000,898.250,1209.000,0.284,1882384.222,4999435.000,9.000,0.000,0.284,9.000,4.774,152.000,0.000,0.000,0.000,0.000,0.000,0.000,25.078,13.153,15.148,13.177,794.000,414.000,476.000,414.000,2.460,158587.883,220576.158,158910.492,78.000,4999483.000,6942414.000,4999483.000,NaN,1209.000,699.500,985.000,NaN,1209.000,811.000,985.000,0.063,0.063,0.095,0.064,39.000,2499741.500,2314138.000,2499741.500,48.000,4999435.000,4999435.000,4999435.000,2.000,2.000,3.000,2.000,0.063,0.064,0.095,0.064,2.000,2.000,3.000,2.000,538392.042,16941044.000,1.000,0.000,0.000,0.000,0.000,520.689,16384.000
16384,1024,-1,"none",5,0,0,5,1094.000,1094.000,0.000,0.000,33554432.000,0.000,0.000,33554432.000,0.000,0.000,1.000,0.000,0.000,4.000,0.115,4.000,0.000,0.000,0.000,0.000,23406.479,807032.000,0.011,42902.155,0.099,396362.650,3438842354.000,372219096.000,4.434,480.060,16576.000,532500.507,18386710.000,0.000,0.000,NaN,NaN,0.000,0.000,1935.973,4206.000,0.000,0.000,477.236,16384.000,1110.000,1110.000,1.978,7.286,228.000,240.030,2218.474,2244.000,8288.000,0.000,240.378,8288.000,250.245,8676.000,0.000,0.000,0.000,0.000,0.000,0.000,23.029,7773.473,7867.836,7841.566,794.000,266840.000,270150.000,269248.000,2.259,177467.904,179381.635,177915.082,78.000,6101524.000,6167320.000,6117788.000,NaN,7.075,7.752,7.031,NaN,227.000,228.000,227.000,0.058,79.140,80.507,81.341,39.000,2242.383,2228.078,2187.268,48.000,2244.000,2244.000,2244.000,2.000,2721.000,2768.000,2797.000,0.058,79.267,80.615,81.460,2.000,2721.000,2768.000,2797.000,522111.739,17924096.000,1.000,0.000,0.000,0.000,0.000,477.250,16384.000
16384,1024,-1,"none",5,0,20,5,1094.000,1094.000,0.000,0.000,33554432.000,0.000,0.000,33554432.000,0.000,0.000,1.000,0.000,0.000,4.000,0.118,4.000,0.000,0.000,0.000,0.000,23840.785,806200.000,0.010,48542.882,0.083,408123.243,2815642254.000,334897346.000,3.770,488.203,16512.000,543593.815,18385430.000,0.000,0.000,NaN,NaN,0.000,0.000,1719.093,3520.000,0.000,0.000,486.028,16384.000,1110.000,1110.000,1.986,6.545,23.000,244.101,2226.917,2244.000,8256.000,0.000,244.145,8256.000,203.175,6899.000,0.000,0.000,0.000,0.000,0.000,0.000,23.480,7997.093,7898.677,7996.915,794.000,269558.000,266296.000,269552.000,2.306,182437.860,180368.576,182488.848,78.000,6150710.000,6081848.000,6152794.000,NaN,6.626,6.652,6.357,NaN,23.000,23.000,22.000,0.059,82.038,80.813,81.949,39.000,2223.684,2231.871,2226.853,48.000,2244.000,2244.000,2244.000,2.000,2766.000,2725.000,2763.000,0.059,82.060,80.827,81.971,2.000,2766.000,2725.000,2763.000,531730.280,17924096.000,1.000,0.000,0.000,0.000,0.000,486.042,16384.000
16384,1024,-1,"none",5,0,1000,5,1094.000,1094.000,0.000,0.000,33554432.000,0.000,0.000,33554432.000,0.000,0.000,1.000,0.000,0.000,4.000,0.118,4.000,0.000,0.000,0.000,0.000,23830.406,805992.000,0.011,49813.828,0.084,394617.819,2863741510.000,361498952.000,3.776,487.053,16496.000,542830.022,18385110.000,0.000,0.000,NaN,NaN,0.000,0.000,1784.568,3567.000,0.000,0.000,486.605,16384.000,1110.000,1110.000,1.988,6.458,23.000,243.527,2229.039,2244.000,8248.000,0.000,243.865,8248.000,213.360,7257.000,0.000,0.000,0.000,0.000,0.000,0.000,23.476,8143.256,7871.614,7901.378,794.000,274216.000,264990.000,265992.000,2.303,185905.948,179149.907,180121.404,78.000,6269864.000,6041114.000,6074054.000,NaN,6.282,6.651,6.447,NaN,22.000,22.000,23.000,0.059,82.931,80.837,80.748,39.000,2241.639,2216.109,2230.648,48.000,2244.000,2244.000,2244.000,2.000,2797.000,2726.000,2723.000,0.059,83.061,80.977,80.888,2.000,2797.000,2726.000,2723.000,532361.995,17924096.000,1.000,0.000,0.000,0.000,0.000,486.620,16384.000
16384,1024,-1,"none",5,1048576,0,3,996529.706,1048473.000,0.000,0.000,33554432.000,0.000,0.000,33554432.000,0.000,0.000,1.000,0.000,0.000,4.000,0.126,4.000,0.000,0.000,0.000,0.000,92.015,2904.000,0.002,112864.420,0.045,2938746.046,1413536848.000,54287786.000,1.514,5.663,179.000,536021.862,16942043.000,0.000,0.000,NaN,NaN,0.000,0.000,602.588,1295.000,0.000,0.000,521.734,16384.000,1110.000,1110.000,963.765,251.588,343.000,0.696,770092.864,1048521.000,22.000,0.000,0.697,22.000,15.152,481.000,0.000,0.000,0.000,0.000,0.000,0.000,25.159,26.999,21.090,19.114,794.000,848.000,662.000,600.000,2.468,238547.454,166926.258,133537.061,78.000,7505180.000,5242653.000,4194132.000,NaN,209.500,288.400,289.750,NaN,332.000,343.000,314.000,0.063,0.286,0.191,0.159,39.000,833908.889,873775.500,838826.400,48.000,1048521.000,1048521.000,1048521.000,2.000,9.000,6.000,5.000,0.063,0.287,0.191,0.159,2.000,9.000,6.000,5.000,539505.271,16941005.000,1.000,0.000,0.000,0.000,0.000,521.767,16384.000
16384,1024,-1,"none",5,1048576,20,3,996529.706,1048473.000,0.000,0.000,33554432.000,0.000,0.000,33554432.000,0.000,0.000,1.000,0.000,0.000,4.000,0.125,4.000,0.000,0.000,0.000,0.000,91.283,2904.000,0.002,60308.475,0.052,1952485.854,1655708004.000,51141587.000,1.769,5.273,168.000,531748.627,16942043.000,0.000,0.000,NaN,NaN,0.000,0.000,625.588,1511.000,0.000,0.000,518.153,16384.000,1110.000,1110.000,963.765,249.353,369.000,0.690,770092.864,1048521.000,22.000,0.000,0.692,22.000,26.495,848.000,0.000,0.000,0.000,0.000,0.000,0.000,24.958,28.789,17.021,20.931,794.000,910.000,538.000,662.000,2.448,298385.411,99497.422,137449.303,78.000,9436737.000,3145611.000,4359617.000,NaN,230.556,276.000,267.200,NaN,368.000,294.000,369.000,0.063,0.316,0.127,0.189,39.000,943673.700,786402.750,726602.833,48.000,1048521.000,1048521.000,1048521.000,2.000,10.000,4.000,6.000,0.063,0.316,0.127,0.190,2.000,10.000,4.000,6.000,535785.604,16941005.000,1.000,0.000,0.000,0.000,0.000,518.169,16384.000
16384,1024,-1,"none",5,1048576,1000,2,996529.706,1048473.000,0.000,0.000,33554432.000,0.000,0.000,33554432.000,0.000,0.000,1.000,0.000,0.000,4.000,0.126,4.000,0.000,0.000,0.000,0.000,91.817,2904.000,0.002,86448.519,0.047,2642860.790,1482644903.000,48497619.000,1.584,5.461,173.000,534837.358,16942043.000,0.000,0.000,NaN,NaN,0.000,0.000,653.412,1410.000,0.000,0.000,521.352,16384.000,1110.000,1110.000,963.765,241.647,434.000,0.695,770092.864,1048521.000,22.000,0.000,0.696,22.000,17.633,561.000,0.000,0.000,0.000,0.000,0.000,0.000,25.104,23.034,25.018,19.099,794.000,724.000,786.000,600.000,2.462,199612.082,205423.276,133473.316,78.000,6291174.000,6456659.000,4194132.000,NaN,231.333,243.857,253.250,NaN,261.000,434.000,268.000,0.063,0.222,0.255,0.159,39.000,898739.143,807082.375,838826.400,48.000,1048521.000,1048521.000,1048521.000,2.000,7.000,8.000,5.000,0.063,0.223,0.255,0.159,2.000,7.000,8.000,5.000,539076.083,16941005.000,1.000,0.000,0.000,0.000,0.000,521.352,16384.000
16384,1024,-1,"none",5,5000000,0,3,4235261.000,4999387.000,0.000,0.000,33554432.000,0.000,0.000,33554432.000,0.000,0.000,1.000,0.000,0.000,3.000,0.094,3.000,0.000,0.000,0.000,0.000,55.180,1746.000,0.002,442451.308,0.053,10042848.657,1697241423.000,74774271.000,1.597,5.017,159.000,534597.980,16941410.000,0.000,0.000,NaN,NaN,0.000,0.000,489.750,931.000,0.000,0.000,521.004,16384.000,1110.000,1110.000,4096.000,721.000,916.000,0.252,2117676.250,4999435.000,8.000,0.000,0.253,8.000,5.277,169.000,0.000,0.000,0.000,0.000,0.000,0.000,25.093,15.145,15.133,794.000,476.000,476.000,2.461,220723.429,316953.054,78.000,6942414.000,9998918.000,NaN,703.000,739.000,NaN,916.000,799.000,0.063,0.095,0.095,39.000,2314138.000,3332972.667,48.000,4999435.000,4999435.000,2.000,3.000,3.000,0.063,0.095,0.095,2.000,3.000,3.000,538734.465,16941044.000,1.000,0.000,0.000,0.000,0.000,521.020,16384.000
