records,size_b,acks,compression,inflight,batch_b,linger_ms,time_ms,records_persec,mb_persec,latency_avg_ms,latency_max_ms,latency_50th_ms,latency_95th_ms,latency_99th_ms,latency_999th_ms,producer_batch-size-avg,producer_batch-size-max,producer_batch-split-rate,producer_batch-split-total,producer_buffer-available-bytes,producer_buffer-exhausted-rate,producer_buffer-exhausted-total,producer_buffer-total-bytes,producer_bufferpool-wait-ratio,producer_bufferpool-wait-time-total,producer_compression-rate-avg,producer_connection-close-rate,producer_connection-close-total,producer_connection-count,producer_connection-creation-rate,producer_connection-creation-total,producer_incoming-byte-rate,producer_incoming-byte-total,producer_io-ratio,producer_io-time-ns-avg,producer_io-wait-ratio,producer_io-wait-time-ns-avg,producer_io-waittime-total,producer_iotime-total,producer_metadata-age,producer_network-io-rate,producer_network-io-total,producer_outgoing-byte-rate,producer_outgoing-byte-total,producer_produce-throttle-time-avg,producer_produce-throttle-time-max,producer_record-error-rate,producer_record-error-total,producer_record-queue-time-avg,producer_record-queue-time-max,producer_record-retry-rate,producer_record-retry-total,producer_record-send-rate,producer_record-send-total,producer_record-size-avg,producer_record-size-max,producer_records-per-request-avg,producer_request-latency-avg,producer_request-latency-max,producer_request-rate,producer_request-size-avg,producer_request-size-max,producer_request-total,producer_requests-in-flight,producer_response-rate,producer_response-total,producer_select-rate,producer_select-total,producer_waiting-threads,producer-node_incoming-byte-rate_1,producer-node_incoming-byte-rate_2,producer-node_incoming-byte-rate_3,producer-node_incoming-byte-total_1,producer-node_incoming-byte-total_2,producer-node_incoming-byte-total_3,producer-node_outgoing-byte-rate_1,producer-node_outgoing-byte-rate_2,producer-node_outgoing-byte-rate_3,producer-node_outgoing-byte-total_1,producer-node_outgoing-byte-total_2,producer-node_outgoing-byte-total_3,producer-node_request-latency-avg_1,producer-node_request-latency-avg_2,producer-node_request-latency-avg_3,producer-node_request-latency-max_1,producer-node_request-latency-max_2,producer-node_request-latency-max_3,producer-node_request-rate_1,producer-node_request-rate_2,producer-node_request-rate_3,producer-node_request-size-avg_1,producer-node_request-size-avg_2,producer-node_request-size-avg_3,producer-node_request-size-max_1,producer-node_request-size-max_2,producer-node_request-size-max_3,producer-node_request-total_1,producer-node_request-total_2,producer-node_request-total_3,producer-node_response-rate_1,producer-node_response-rate_2,producer-node_response-rate_3,producer-node_response-total_1,producer-node_response-total_2,producer-node_response-total_3,producer-topic_byte-rate,producer-topic_byte-total,producer-topic_compression-rate,producer-topic_record-error-rate,producer-topic_record-error-total,producer-topic_record-retry-rate,producer-topic_record-retry-total,producer-topic_record-send-rate,producer-topic_record-send-total
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,1048576,-1,snappy,1,0,0,8958,61.057516,61.06,487.37,1187,534,957,1092,1187,1048995,1048995,0,0,33554432,0,0,33554432,0.182,6878468301,1,0,0,4,0.105,4,717.444,27260,0.013,152038.526,0.171,1963181.249,6541319921,506592368,7.948,15.264,580,13804066.689,524513122,0,0,0,0,392.348,1038,0,0,13.202,500,1048664,1048664,1.754,75.316,120,7.632,1808665.938,2098046,290,0,7.632,290,87.248,3332,0,232.187,233.311,233.36,8792,8832,8842,4291254.203,4766274.408,4789555.488,162599913,180432084,181481047,52.455,88.932,90.448,79,120,119,2.929,2.351,2.322,1464864.081,2027326.787,2062284.625,2098046,2098046,2098046,111,89,88,2.931,2.351,2.323,111,89,88,13848850.104,524497500,1,0,0,0,0,13.202,500
500,1048576,-1,snappy,1,0,20,8228,67.015145,67.02,442.3,1318,450,1010,1262,1318,1048995,1048995,0,0,33554432,0,0,33554432,0.168,6223514371,1,0,0,4,0.107,4,743.956,27728,0.013,152278.264,0.156,1806452.582,5858325723,493838409,7.222,16.527,616,14072597.178,524513842,0,0,0,0,355.82,1220,0,0,13.462,500,1048664,1048664,1.65,67.165,132,8.264,1702967.019,2098046,308,0,8.264,308,86.568,3243,0,259.6,233.673,231.9,9640,8684,8610,4714186.239,4657192.676,4745945.818,175188589,173089223,176235952,48.452,77.663,83.541,82,122,132,3.417,2.502,2.316,1379437.709,1861174.441,2049255.256,2098046,2098046,2098046,127,93,86,3.42,2.502,2.316,127,93,86,14122172.859,524497500,1,0,0,0,0,13.463,500
500,1048576,-1,snappy,1,0,150,8226,67.105087,67.11,440.45,1404,330,1192,1380,1404,1048995,1048995,0,0,33554432,0,0,33554432,0.168,6225069553,1,0,0,4,0.107,4,743.478,27702,0.014,160810.336,0.155,1796988.91,5789898269,518130903,7.214,16.478,614,14076750.543,524513802,0,0,0,0,353.34,1324,0,0,13.464,500,1048664,1048664,1.656,67.758,129,8.239,1708514.013,2098046,307,0,8.239,307,86.03,3222,0,272.372,220.277,231.913,10120,8178,8610,4969179.276,4404584.056,4743391.075,184629856,163647916,176235952,48.159,82.306,83.647,109,122,129,3.58,2.315,2.315,1388194.406,1902882.744,2049255.256,2098046,2098046,2098046,133,86,86,3.58,2.316,2.316,133,86,86,14124074.323,524497500,1,0,0,0,0,13.464,500
500,1048576,-1,snappy,1,0,1000,8215,67.222372,67.22,436.39,1390,422,1142,1300,1390,1048995,1048995,0,0,33554432,0,0,33554432,0.165,6109446884,1,0,0,4,0.107,4,745.912,27780,0.013,149143.919,0.155,1750381.36,5813016498,495306955,7.186,16.647,620,14083557.232,524513922,0,0,0,0,351.728,1295,0,0,13.476,500,1048664,1048664,1.639,65.446,154,8.324,1691980.394,2098046,310,0,8.324,310,88.704,3321,0,254.475,227.248,245.555,9440,8430,9116,4521338.469,4606064.623,5000868.836,167845648,170990937,185677259,46.672,80.941,77.25,85,131,154,3.475,2.317,2.505,1301129.054,1988266.709,1996529.667,2098046,2098046,2098046,129,86,93,3.477,2.318,2.505,129,86,93,14137017.87,524497500,1,0,0,0,0,13.477,500
500,1048576,-1,snappy,1,16384,0,8688,63.155236,63.16,464.25,1641,261,1404,1611,1641,1048995,1048995,0,0,33554432,0,0,33554432,0.173,6490401126,1,0,0,4,0.106,4,744.692,28092,0.013,149521.204,0.166,1915170.386,6285589208,490728591,7.673,17.071,644,13903997.508,524514402,0,0,0,0,379.776,1536,0,0,13.302,500,1048664,1048664,1.577,64.817,130,8.536,1628926.714,2098046,322,0,8.536,322,86.555,3282,0,253.466,215.746,257.026,9526,8114,9658,4630383.589,4099949.192,5219443.62,174139466,154207289,196167569,48.862,73.495,76.313,77,118,130,3.297,2.552,2.661,1404350.532,1606325.927,1961675.69,2098046,2098046,2098046,124,96,100,3.299,2.553,2.661,124,96,100,13953854.954,524497500,1,0,0,0,0,13.302,500
500,1048576,-1,snappy,1,16384,20,8603,63.816209,63.82,466.12,1493,412,1222,1414,1493,1048995,1048995,0,0,33554432,0,0,33554432,0.176,6602418644,1,0,0,4,0.106,4,726.205,27338,0.013,155348.822,0.165,1970905.122,6230031091,491057626,7.598,15.566,586,13932774.85,524513242,0,0,0,0,371.846,1381,0,0,13.326,500,1048664,1048664,1.736,74.715,134,7.783,1790147.584,2098046,293,0,7.783,293,83.543,3161,0,270.953,219.606,216.972,10164,8244,8136,5113813.452,4470827.553,4391914.64,191972557,167843808,164696799,52.79,91.768,90.817,87,134,126,3.33,2.211,2.213,1535780.456,2022214.554,1984298.783,2098046,2098046,2098046,125,83,83,3.332,2.211,2.213,125,83,83,13978771.888,524497500,1,0,0,0,0,13.326,500
500,1048576,-1,snappy,1,16384,150,8449,65.350935,65.35,450.38,1578,350,1226,1534,1578,1048995,1048995,0,0,33554432,0,0,33554432,0.17,6342226242,1,0,0,4,0.106,4,742.92,27832,0.013,149155.56,0.161,1872726.714,6045161834,481474147,7.415,16.656,624,14000480.515,524514002,0,0,0,0,363.404,1504,0,0,13.392,500,1048664,1048664,1.629,67.27,136,8.328,1681134.622,2098046,312,0,8.328,312,85.73,3228,0,265.653,238.963,219.514,9924,8920,8194,4830114.68,4858153.095,4352570.951,180433764,181481167,162598993,48.5,81.211,80.897,105,136,122,3.507,2.436,2.356,1377356.977,1994298.538,1847715.83,2098046,2098046,2098046,131,91,88,3.507,2.438,2.357,131,91,88,14048789.307,524497500,1,0,0,0,0,13.393,500
500,1048576,-1,snappy,1,16384,1000,8299,66.365808,66.37,442.22,1229,448,960,1155,1229,1048995,1048995,0,0,33554432,0,0,33554432,0.167,6215562875,1,0,0,4,0.107,4,744.034,27780,0.014,156980.506,0.157,1777297.448,5881077254,519448495,7.284,16.606,620,14048100.329,524513922,0,0,0,0,357.2,1139,0,0,13.439,500,1048664,1048664,1.639,65.531,131,8.303,1691980.394,2098046,310,0,8.303,310,88.158,3309,0,247.468,231.245,246.646,9212,8600,9174,4452463.386,4710087.353,4935196.865,165747402,175186989,183579453,47.582,81.465,73.979,103,131,123,3.304,2.339,2.635,1347539.854,2013643.552,1873259.724,2098046,2098046,2098046,123,87,98,3.304,2.339,2.635,123,87,98,14097879.26,524497500,1,0,0,0,0,13.439,500
500,1048576,-1,snappy,1,1048576,0,8365,65.858799,65.86,446.44,1460,420,1084,1303,1460,1048995,1048995,0,0,33554432,0,0,33554432,0.168,6260130086,1,0,0,4,0.106,4,738.669,27624,0.013,155545.984,0.158,1841284.842,5951032608,502724620,7.341,16.258,608,14025555.045,524513682,0,0,0,0,358.494,1371,0,0,13.418,500,1048664,1048664,1.672,68.368,138,8.129,1725373.954,2098046,304,0,8.129,304,85.969,3232,0,259.797,235.559,224.608,9686,8776,8368,4754902.91,4755247.975,4558282.657,177286555,177285155,169941894,49.112,80.4,84.131,104,138,117,3.379,2.441,2.28,1407036.151,1948188.516,1999316.4,2098046,2098046,2098046,126,91,85,3.38,2.443,2.282,126,91,85,14076313.035,524497500,1,0,0,0,0,13.419,500
500,1048576,-1,snappy,1,1048576,20,8547,64.308682,64.31,458.08,1457,330,1201,1412,1457,1048995,1048995,0,0,33554432,0,0,33554432,0.174,6493784082,1,0,0,4,0.106,4,735.013,27624,0.013,152392.19,0.164,1895120.539,6178092957,496798538,7.534,16.177,608,13955770.594,524513682,0,0,0,0,368.676,1379,0,0,13.349,500,1048664,1048664,1.672,69.622,132,8.089,1725373.954,2098046,304,0,8.089,304,86.296,3260,0,254.633,238.211,223.445,9536,8926,8368,4675307.011,4787128.549,4535291.132,175188429,179383281,169941894,50.689,80.118,85.5,82,132,122,3.283,2.509,2.268,1424296.171,1908332.777,1999316.4,2098046,2098046,2098046,123,94,85,3.284,2.509,2.27,123,94,85,14003777.968,524497500,1,0,0,0,0,13.35,500
500,1048576,-1,snappy,1,1048576,150,9134,59.758575,59.76,497.99,1484,439,1111,1351,1484,1048995,1048995,0,0,33554432,0,0,33554432,0.187,7105338794,1,0,0,4,0.104,4,729.044,27832,0.013,149685.275,0.176,2020442.74,6758380964,500697246,8.128,16.345,624,13739005.213,524514002,0,0,0,0,403.11,1384,0,0,13.142,500,1048664,1048664,1.629,72.857,141,8.172,1681134.622,2098046,312,0,8.172,312,87.18,3345,0,243.289,231.669,235.696,9254,8812,8972,4326656.833,4684990.359,4767040.898,164698519,178334158,181481247,50.464,89.011,87.478,83,141,120,3.31,2.391,2.443,1307131.103,1959716.022,1951411.258,2098046,2098046,2098046,126,91,93,3.313,2.392,2.443,126,91,93,13786964.75,524497500,1,0,0,0,0,13.143,500
500,1048576,-1,snappy,1,1048576,1000,8115,68.222131,68.22,430.44,1547,317,1308,1509,1547,1048995,1048995,0,0,33554432,0,0,33554432,0.163,6035751515,1,0,0,4,0.107,4,743.82,27624,0.013,156751.905,0.153,1830049.904,5713415800,489379448,7.09,16.371,608,14122988.826,524513682,0,0,0,0,344.554,1468,0,0,13.508,500,1048664,1048664,1.672,67.194,121,8.185,1725373.954,2098046,304,0,8.186,304,83.632,3122,0,272.597,233.089,219.195,10088,8632,8110,5042333.711,4673663.913,4450301.529,186727702,173089143,164696759,49.195,77.856,83.79,81,113,121,3.483,2.457,2.216,1447501.566,1902078.495,2008497.061,2098046,2098046,2098046,129,91,82,3.486,2.457,2.216,129,91,82,14169863.569,524497500,1,0,0,0,0,13.508,500
500,1048576,-1,snappy,1,9437184,0,10181,53.134963,53.13,432.55,1166,395,864,882,1166,7284195.347,8391384,0,0,33554432,0,0,33554432,0.22,8539188610,1,0,0,4,0.102,4,161.014,6314,0.035,494680.693,0.179,2523782.442,7038829230,1379664454,9.164,3.927,154,13374110.493,524465743,0,0,0,0,112.958,634,0,0,12.795,500,1048664,1048664,6.944,261.167,428,1.964,6811243.416,8391432,77,0,1.964,77,70.767,2789,0,47.106,36.259,58.154,1840,1406,2274,3974454.583,3083741.857,6384461.434,155242196,119578258,249645211,204.5,284.765,292.097,344,426,428,0.64,0.464,0.818,6209687.84,6643236.556,7801412.844,8391432,8391432,8391432,25,18,32,0.64,0.464,0.818,25,18,32,13421590.362,524462065,1,0,0,0,0,12.796,500
500,1048576,-1,snappy,1,9437184,20,9544,56.993047,56.99,415.09,888,388,653,766,888,7946386.561,8391384,0,0,33554432,0,0,33554432,0.212,8060227883,1,0,0,4,0.103,4,154.026,5942,0.033,532170.578,0.168,2675237.909,6516879546,1296367529,8.525,3.681,142,13594569.662,524464903,0,0,0,0,97.394,452,0,0,13.008,500,1048664,1048664,7.576,283.682,410,1.84,7386829.62,8391432,71,0,1.84,71,62.827,2436,0,59.12,31.77,43.043,2274,1220,1654,6353678.989,3058977.112,4227028.391,244400616,117480016,162584193,254.129,326.929,298.476,374,410,403,0.832,0.391,0.572,7637519.25,7832001.067,7390190.591,8391432,8391432,8391432,32,15,22,0.832,0.391,0.573,32,15,22,13645769.709,524461513,1,0,0,0,0,13.009,500
500,1048576,-1,snappy,1,9437184,150,10245,52.938062,52.94,446.26,1170,375,740,922,1170,7827785.493,8391384,0,0,33554432,0,0,33554432,0.216,8393882914,1,0,0,4,0.101,4,152.949,6004,0.035,510620.631,0.181,2632641.888,7121296306,1381228808,9.206,3.668,144,13360465.317,524465066,0,0,0,0,116.642,634,0,0,12.782,500,1048664,1048664,7.463,287.582,418,1.834,7284237.028,8391432,72,0,1.834,72,68.573,2705,0,39.833,45.94,48.59,1530,1778,1902,3959873.649,4769832.782,4796734.87,152094787,184611608,187758593,259.474,314.87,283.84,334,418,406,0.521,0.62,0.664,7604739.35,7692150.333,7221484.346,8391432,8391432,8391432,20,24,26,0.521,0.62,0.664,20,24,26,13407511.517,524461628,1,0,0,0,0,12.782,500
500,1048576,-1,snappy,1,9437184,1000,10047,53.966541,53.97,438.47,945,397,738,761,945,8068638.092,8391384,0,0,33554432,0,0,33554432,0.219,8446339557,1,0,0,4,0.102,4,150.476,5880,0.037,533199.602,0.176,2563344.869,6910777766,1437506126,9.03,3.583,140,13421660.815,524464818,0,0,0,0,83.662,343,0,0,12.839,500,1048664,1048664,7.692,325.108,414,1.791,7492354.543,8391432,70,0,1.791,70,68.66,2696,0,39.261,45.7,45.676,1530,1778,1778,3929785.322,4582952.582,4957690.83,153143734,178318102,193002904,284.684,329.826,353.783,378,414,414,0.513,0.617,0.616,7657186.7,7429920.917,8041787.667,8391432,8391432,8391432,20,24,24,0.513,0.617,0.617,20,24,24,13467067.482,524461476,1,0,0,0,0,12.839,500
500,1048576,-1,snappy,5,0,0,7716,72.04611,72.05,405.76,1509,328,970,1376,1509,1048995,1048995,0,0,33554432,0,0,33554432,0.156,5708285372,1,0,0,4,0.108,4,754.524,27728,0.016,184805.663,0.139,1596624.863,5141132059,595074236,6.699,16.762,616,14272873.874,524513842,0,0,0,0,281.7,1399,0,0,13.653,500,1048664,1048664,1.65,104.716,161,8.381,1702967.019,2098046,308,0,8.381,308,87.166,3220,0,275.235,236.286,223.946,10078,8658,8198,5067512.868,4723791.905,4527585.282,185678739,173089183,165745842,87.372,114.22,121.253,123,161,159,3.548,2.511,2.295,1428297.992,1881404.163,1973164.786,2098046,2098046,2098046,130,92,84,3.55,2.511,2.295,130,92,84,14322315.065,524497500,1,0,0,0,0,13.653,500
500,1048576,-1,snappy,5,0,20,7560,73.70283,73.7,400.57,1135,349,997,1092,1135,1048995,1048995,0,0,33554432,0,0,33554432,0.156,5689298667,1,0,0,4,0.109,4,759.872,27806,0.015,167969.373,0.136,1485788.101,5014534841,566896633,6.547,16.997,622,14332940.62,524513962,0,0,0,0,281.502,1010,0,0,13.71,500,1048664,1048664,1.634,99.386,158,8.499,1686540.071,2098046,311,0,8.499,311,91.749,3375,0,266.765,240.99,232.97,9734,8786,8492,4772391.296,4887473.087,4719760.226,174139786,178334118,172039980,78.824,113.82,115.767,125,152,158,3.617,2.466,2.387,1319240.803,1981490.2,1977471.034,2098046,2098046,2098046,132,90,87,3.618,2.469,2.387,132,90,87,14382403.751,524497500,1,0,0,0,0,13.711,500
500,1048576,-1,snappy,5,0,150,7756,71.581961,71.58,408.84,1062,358,869,970,1062,1048995,1048995,0,0,33554432,0,0,33554432,0.157,5734066524,1,0,0,4,0.108,4,748.675,27546,0.015,166037.16,0.142,1546061.211,5238055384,562533899,6.747,16.361,602,14255410.176,524513562,0,0,0,0,287.744,952,0,0,13.637,500,1048664,1048664,1.689,101.99,169,8.181,1742569.973,2098046,301,0,8.181,301,91.602,3388,0,258.696,248.295,222.665,9490,9100,8162,4718032.627,5094153.103,4489487.229,173090463,186726182,164696839,81.041,115.1,118.819,125,167,169,3.38,2.483,2.29,1395890.831,2051936.066,1960676.655,2098046,2098046,2098046,124,91,84,3.38,2.483,2.292,124,91,84,14305127.506,524497500,1,0,0,0,0,13.637,500
500,1048576,-1,snappy,5,0,1000,8358,65.910888,65.91,453.33,1787,434,1047,1691,1787,1048995,1048995,0,0,33554432,0,0,33554432,0.175,6493709333,1,0,0,4,0.106,4,738.013,27598,0.016,173673.236,0.154,1725683.731,5801748704,583889420,7.349,16.205,606,14026304.105,524513642,0,0,0,0,314.376,1637,0,0,13.416,500,1048664,1048664,1.678,117.725,522,8.103,1731068.125,2098046,303,0,8.103,303,89.446,3362,0,267.565,227.019,224.608,9970,8466,8368,4894793.114,4613072.88,4560729.268,182531730,172039940,169941894,94.085,135.4,136.143,480,503,522,3.486,2.306,2.281,1404090.231,2000464.419,1999316.4,2098046,2098046,2098046,130,86,85,3.489,2.306,2.282,130,86,85,14073291.475,524497500,1,0,0,0,0,13.416,500
500,1048576,-1,snappy,5,16384,0,7482,74.460164,74.46,392.83,972,366,818,884,972,1048995,1048995,0,0,33554432,0,0,33554432,0.153,5549987802,1,0,0,4,0.109,4,759.276,27728,0.016,160805.625,0.135,1393436.419,4949486161,571181579,6.472,16.867,616,14362372.453,524513842,0,0,0,0,277.53,863,0,0,13.74,500,1048664,1048664,1.65,96.152,170,8.434,1702967.019,2098046,308,0,8.434,308,96.74,3552,0,252.934,251.373,235.837,9202,9152,8580,4523812.426,5128574.309,4754279.754,164698439,186726262,173089063,76.057,108.696,111.125,126,166,170,3.406,2.554,2.445,1328213.218,2007809.269,1944820.933,2098046,2098046,2098046,124,93,89,3.408,2.554,2.446,124,93,89,14413627.745,524497500,1,0,0,0,0,13.741,500
500,1048576,-1,snappy,5,16384,20,7682,72.390329,72.39,402.77,1349,281,1049,1309,1349,1048995,1048995,0,0,33554432,0,0,33554432,0.154,5629135130,1,0,0,4,0.108,4,760.846,27936,0.015,164875.702,0.139,1519190.597,5130306646,556785246,6.666,17.212,632,14284932.785,524514162,0,0,0,0,284.924,1223,0,0,13.668,500,1048664,1048664,1.608,99.215,170,8.606,1659854.943,2098046,316,0,8.606,316,91.498,3377,0,272.697,219.041,250.02,9972,8018,9152,4848013.208,4384549.719,5100974.212,177286995,160500827,186726262,79.838,117.205,111.63,126,170,164,3.746,2.295,2.541,1294065.657,1910724.131,2007809.269,2098046,2098046,2098046,137,84,93,3.746,2.295,2.541,137,84,93,14337584.058,524497500,1,0,0,0,0,13.668,500
500,1048576,-1,snappy,5,16384,150,7599,73.163594,73.16,398.73,1334,327,1031,1277,1334,1048995,1048995,0,0,33554432,0,0,33554432,0.154,5593776308,1,0,0,4,0.109,4,751.092,27520,0.015,172151.082,0.137,1550030.245,5059298720,561901131,6.59,16.375,600,14314934.691,524513522,0,0,0,0,274.66,1207,0,0,13.696,500,1048664,1048664,1.695,105.58,168,8.188,1748378.407,2098046,300,0,8.188,300,88.611,3264,0,270.583,221.748,239.805,9876,8100,8750,5025885.865,4479941.854,4858590.671,183580533,163647796,177285115,89.452,120.707,114.112,127,167,168,3.422,2.272,2.466,1468644.264,1971660.193,1969834.611,2098046,2098046,2098046,125,83,90,3.425,2.272,2.467,125,83,90,14366645.667,524497500,1,0,0,0,0,13.696,500
500,1048576,-1,snappy,5,16384,1000,7619,73.163594,73.16,403.57,1014,402,803,990,1014,1048995,1048995,0,0,33554432,0,0,33554432,0.157,5712758429,1,0,0,4,0.109,4,760.964,27884,0.015,162117.342,0.138,1459146.974,5090963794,565627407,6.594,17.138,628,14313778.026,524514082,0,0,0,0,288.4,910,0,0,13.692,500,1048664,1048664,1.618,95.511,164,8.569,1670427.013,2098046,314,0,8.569,314,94.72,3489,0,254.158,239.49,248.281,9276,8750,9064,4426438.063,4852340.568,5082172.684,161551710,177285115,185677179,71.6,113,112.756,126,164,162,3.589,2.463,2.491,1233219.16,1969834.611,2040408.56,2098046,2098046,2098046,131,90,91,3.589,2.463,2.493,131,90,91,14363498.193,524497500,1,0,0,0,0,13.693,500
500,1048576,-1,snappy,5,1048576,0,7539,73.822531,73.82,401.4,1096,391,841,1022,1096,1048995,1048995,0,0,33554432,0,0,33554432,0.157,5695671471,1,0,0,4,0.109,4,754.394,27598,0.016,171453.79,0.136,1461964.438,5013076058,587915045,6.536,16.565,606,14337633.382,524513642,0,0,0,0,284.164,988,0,0,13.714,500,1048664,1048664,1.678,98.43,164,8.283,1731068.125,2098046,303,0,8.283,303,93.245,3429,0,249.767,246.302,239.145,9104,8976,8724,4457369.802,5066215.624,4859655.026,162600393,184628096,177285075,75.451,114.875,113.841,125,164,164,3.372,2.442,2.44,1321954.415,2074472.989,1991967.135,2098046,2098046,2098046,123,89,89,3.374,2.442,2.44,123,89,89,14387137.92,524497500,1,0,0,0,0,13.715,500
500,1048576,-1,snappy,5,1048576,20,7554,73.70283,73.7,397.83,1207,411,973,1156,1207,1048995,1048995,0,0,33554432,0,0,33554432,0.154,5602656455,1,0,0,4,0.109,4,766.267,28040,0.016,172720.102,0.136,1496036.141,5013217109,578785062,6.546,17.489,640,14333342.133,524514322,0,0,0,0,282.76,1089,0,0,13.71,500,1048664,1048664,1.587,95.67,165,8.745,1639107.256,2098046,320,0,8.745,320,91.094,3351,0,271.501,231.364,244.273,9906,8436,8904,4743911.612,4629109.25,5007272.104,173091103,168893051,182530090,73.187,112.307,114.545,121,165,160,3.837,2.439,2.442,1236365.021,1897674.73,2050899.888,2098046,2098046,2098046,140,89,89,3.837,2.441,2.442,140,89,89,14382403.751,524497500,1,0,0,0,0,13.711,500
500,1048576,-1,snappy,5,1048576,150,7723,72.181319,72.18,406.49,993,355,853,927,993,1048995,1048995,0,0,33554432,0,0,33554432,0.158,5769811215,1,0,0,4,0.108,4,752.606,27650,0.015,162843.912,0.14,1511031.424,5185859848,558880306,6.692,16.604,610,14276366.957,524513722,0,0,0,0,285.452,847,0,0,13.656,500,1048664,1048664,1.667,102.653,171,8.302,1719717.121,2098046,305,0,8.302,305,92.935,3432,0,267.533,241.416,224.529,9800,8838,8218,4868170.174,4868528.474,4584893.138,178335678,178334198,167843768,82.797,113.846,121.457,125,171,166,3.521,2.512,2.24,1382447.116,1938415.196,2046875.22,2098046,2098046,2098046,129,92,82,3.522,2.513,2.24,129,92,82,14325053.258,524497500,1,0,0,0,0,13.656,500
500,1048576,-1,snappy,5,1048576,1000,7823,71.11364,71.11,413.32,1105,361,862,1060,1105,1048995,1048995,0,0,33554432,0,0,33554432,0.159,5836541380,1,0,0,4,0.108,4,756.874,27884,0.015,163521.963,0.143,1548093.733,5278999629,557609894,6.795,17.046,628,14236851.474,524514082,0,0,0,0,291.52,1007,0,0,13.619,500,1048664,1048664,1.618,101.544,173,8.523,1670427.013,2098046,314,0,8.523,314,92.08,3410,0,273.712,239.076,225.025,10054,8776,8260,4912173.691,4826581.226,4540984.046,180433964,177285155,166794885,79.815,116.678,120.25,125,173,165,3.702,2.477,2.314,1326720.324,1948188.516,1962292.765,2098046,2098046,2098046,136,91,85,3.702,2.479,2.316,136,91,85,14286424.427,524497500,1,0,0,0,0,13.619,500
500,1048576,-1,snappy,5,9437184,0,9720,55.853441,55.85,385.74,915,370,715,793,915,5763336.56,8391384,0,0,33554432,0,0,33554432,0.211,8081360335,1,0,0,4,0.103,4,193.312,7492,0.032,429896.732,0.171,2319950.993,6676818957,1237242795,8.708,4.954,192,13531869.988,524468217,0,0,0,0,40.505,386,0,0,12.945,500,1048664,1048664,5.495,242.077,532,2.477,5463210.594,8391432,96,0,2.477,96,73.884,2878,0,63.717,57.324,52.419,2460,2212,2026,4238035.793,5814110.547,3528037.024,163634800,224471180,136362159,197.912,321.767,209.148,499,532,528,0.906,0.803,0.724,4675280,7241005.806,4870077.107,8391432,8391432,8391432,35,31,28,0.907,0.803,0.724,35,31,28,13578346.33,524463627,1,0,0,0,0,12.945,500
500,1048576,-1,snappy,5,9437184,20,9766,55.567904,55.57,428.07,1056,381,730,856,1056,8324782.222,8391384,0,0,33554432,0,0,33554432,0.215,8253917465,1,0,0,4,0.103,4,148.32,5756,0.039,544372.426,0.166,2343994.328,6483488312,1505734129,8.761,3.504,136,13514340.497,524464526,0,0,0,0,44.635,318,0,0,12.929,500,1048664,1048664,7.937,365.73,591,1.752,7712713.618,8391432,68,0,1.752,68,70.923,2766,0,38.281,50.752,39.575,1468,1964,1530,3938919.655,5529238.243,4120143.06,151045752,213981520,159437176,333.667,387.731,366,591,534,550,0.495,0.698,0.517,7949776.421,7925241.481,7971858.8,8391432,8391432,8391432,19,27,20,0.495,0.698,0.517,19,27,20,13562484.613,524461280,1,0,0,0,0,12.93,500
500,1048576,-1,snappy,5,9437184,150,9821,55.187638,55.19,430.63,924,401,682,735,924,8194708.688,8391384,0,0,33554432,0,0,33554432,0.213,8163157931,1,0,0,4,0.102,4,149.671,5818,0.036,549638.623,0.171,2578763.708,6676419240,1423014394,8.825,3.55,138,13491746.199,524464650,0,0,0,0,44.891,193,0,0,12.909,500,1048664,1048664,7.813,362.344,570,1.775,7600936.957,8391432,69,0,1.775,69,66.279,2589,0,45.058,34.676,50.717,1716,1344,1964,4709770.507,3463865.019,5439634.665,179366900,134262872,210834800,310.818,372.5,399.692,570,425,548,0.604,0.439,0.697,7798560.87,7897816,7808696.296,8391432,8391432,8391432,23,17,27,0.604,0.439,0.697,23,17,27,13540426.923,524461356,1,0,0,0,0,12.909,500
500,1048576,-1,snappy,5,9437184,1000,9855,55.041832,55.04,430.57,1018,411,697,767,1018,7946386.727,8391384,0,0,33554432,0,0,33554432,0.217,8358151710,1,0,0,4,0.102,4,152.794,5942,0.035,543385.42,0.172,2659385.797,6730905453,1375308499,8.84,3.651,142,13485855.336,524464914,0,0,0,0,46.167,280,0,0,12.902,500,1048664,1048664,7.576,347.894,553,1.826,7386829.775,8391432,71,0,1.826,71,64.756,2531,0,49.093,42.651,41.39,1902,1654,1592,5220437.324,4165320.079,4172374.662,202443339,161535278,160486219,341.24,342.524,361.85,516,553,476,0.67,0.567,0.546,7786282.269,7342512.636,7642200.905,8391432,8391432,8391432,26,22,21,0.671,0.567,0.546,26,22,21,13533792.424,524461524,1,0,0,0,0,12.903,500
