success,size,topic,acks,compression,inflight,batch,linger,time,rate,latency
1,1048576,test-snappy,1,snappy,5,2097152,0,3099,109.22,126.67
1,1048576,test-snappy,1,snappy,5,2097152,20,2987,116.10,122.51
1,1048576,test-snappy,1,snappy,5,2097152,50,2930,118.90,115.23
1,1048576,test-snappy,1,snappy,5,2097152,100,3791,85.02,174.76
1,1048576,test-snappy,1,snappy,5,2097152,150,3022,113.27,122.85
1,1048576,test-snappy,1,snappy,5,2097152,200,2721,132.16,99.01
1,1048576,test-snappy,1,snappy,5,2097152,300,3086,111.35,125.67
1,1048576,test-snappy,1,snappy,5,2097152,500,3843,83.39,175.85
1,1048576,test-snappy,1,snappy,5,2097152,700,2816,123.79,105.11
1,1048576,test-snappy,1,snappy,5,2097152,1000,3839,83.47,178.03
1,1048576,test-snappy,1,snappy,5,4194304,0,3469,95.34,207.68
1,1048576,test-snappy,1,snappy,5,4194304,20,3249,103.10,201.83
1,1048576,test-snappy,1,snappy,5,4194304,50,4089,77.15,279.11
1,1048576,test-snappy,1,snappy,5,4194304,100,3953,80.71,256.83
1,1048576,test-snappy,1,snappy,5,4194304,150,3298,100.71,199.82
1,1048576,test-snappy,1,snappy,5,4194304,200,3138,107.65,186.91
1,1048576,test-snappy,1,snappy,5,4194304,300,3193,106.22,192.64
1,1048576,test-snappy,1,snappy,5,4194304,500,3303,101.71,203.38
1,1048576,test-snappy,1,snappy,5,4194304,700,3309,100.12,195.39
1,1048576,test-snappy,1,snappy,5,4194304,1000,3136,107.79,188.61
1,1048576,test-snappy,1,snappy,5,8388608,0,3867,82.58,286.42
1,1048576,test-snappy,1,snappy,5,8388608,20,3300,101.55,242.19
1,1048576,test-snappy,1,snappy,5,8388608,50,3050,111.60,206.21
1,1048576,test-snappy,1,snappy,5,8388608,100,3185,105.74,228.11
1,1048576,test-snappy,1,snappy,5,8388608,150,2995,116.05,208.82
1,1048576,test-snappy,1,snappy,5,8388608,200,3734,86.05,288.21
1,1048576,test-snappy,1,snappy,5,8388608,300,3842,83.01,299.52
1,1048576,test-snappy,1,snappy,5,8388608,500,3385,98.61,245.24
1,1048576,test-snappy,1,snappy,5,8388608,700,3725,86.25,281.99
1,1048576,test-snappy,1,snappy,5,8388608,1000,3755,86.11,277.91
0,1024,test-snappy,-1,snappy,1,0,0,15330,-1,-1

0,1024,test-snappy,-1,snappy,1,0,20,15330,-1,-1

0,1024,test-snappy,-1,snappy,1,0,50,15329,-1,-1

0,1024,test-snappy,-1,snappy,1,0,100,15331,-1,-1

0,1024,test-snappy,-1,snappy,1,0,150,15332,-1,-1

0,1024,test-snappy,-1,snappy,1,0,200,15329,-1,-1

0,1024,test-snappy,-1,snappy,1,0,300,15331,-1,-1

0,1024,test-snappy,-1,snappy,1,0,500,15330,-1,-1

0,1024,test-snappy,-1,snappy,1,0,700,15331,-1,-1

0,1024,test-snappy,-1,snappy,1,0,1000,15332,-1,-1

0,1024,test-snappy,-1,snappy,1,512,0,15330,-1,-1

0,1024,test-snappy,-1,snappy,1,512,20,15330,-1,-1

0,1024,test-snappy,-1,snappy,1,512,50,15328,-1,-1

0,1024,test-snappy,-1,snappy,1,512,100,15332,-1,-1

0,1024,test-snappy,-1,snappy,1,512,150,15329,-1,-1

0,1024,test-snappy,-1,snappy,1,512,200,15329,-1,-1

0,1024,test-snappy,-1,snappy,1,512,300,15329,-1,-1

0,1024,test-snappy,-1,snappy,1,512,500,15330,-1,-1

0,1024,test-snappy,-1,snappy,1,512,700,15330,-1,-1

0,1024,test-snappy,-1,snappy,1,512,1000,15330,-1,-1

0,1024,test-snappy,-1,snappy,1,1024,0,15330,-1,-1

0,1024,test-snappy,-1,snappy,1,1024,20,15333,-1,-1

0,1024,test-snappy,-1,snappy,1,1024,50,15331,-1,-1

0,1024,test-snappy,-1,snappy,1,1024,100,15330,-1,-1

0,1024,test-snappy,-1,snappy,1,1024,150,15331,-1,-1

0,1024,test-snappy,-1,snappy,1,1024,200,15329,-1,-1

0,1024,test-snappy,-1,snappy,1,1024,300,15331,-1,-1

0,1024,test-snappy,-1,snappy,1,1024,500,15330,-1,-1

0,1024,test-snappy,-1,snappy,1,1024,700,15329,-1,-1

0,1024,test-snappy,-1,snappy,1,1024,1000,15330,-1,-1

1,1024,test-snappy,-1,snappy,1,8192,0,2442,152.11,463.17
1,1024,test-snappy,-1,snappy,1,8192,20,2278,170.89,265.80
1,1024,test-snappy,-1,snappy,1,8192,50,2476,149.10,514.31
1,1024,test-snappy,-1,snappy,1,8192,100,2432,153.02,430.56
1,1024,test-snappy,-1,snappy,1,8192,150,2475,148.84,513.00
1,1024,test-snappy,-1,snappy,1,8192,200,2499,149.53,503.62
1,1024,test-snappy,-1,snappy,1,8192,300,2416,156.29,411.63
1,1024,test-snappy,-1,snappy,1,8192,500,2379,160.60,385.68
1,1024,test-snappy,-1,snappy,1,8192,700,2447,151.30,459.05
1,1024,test-snappy,-1,snappy,1,8192,1000,2504,149.62,500.42
1,1024,test-snappy,-1,snappy,1,16384,0,1871,228.16,139.85
1,1024,test-snappy,-1,snappy,1,16384,20,1845,235.94,153.25
1,1024,test-snappy,-1,snappy,1,16384,50,1799,244.98,113.19
1,1024,test-snappy,-1,snappy,1,16384,100,1894,222.80,231.61
1,1024,test-snappy,-1,snappy,1,16384,150,1784,254.22,59.43
1,1024,test-snappy,-1,snappy,1,16384,200,1889,225.95,212.06
1,1024,test-snappy,-1,snappy,1,16384,300,1835,240.38,112.64
1,1024,test-snappy,-1,snappy,1,16384,500,1862,230.01,156.94
1,1024,test-snappy,-1,snappy,1,16384,700,1880,232.52,134.51
1,1024,test-snappy,-1,snappy,1,16384,1000,1863,228.57,184.04
1,1024,test-snappy,-1,snappy,1,32768,0,1735,267.50,24.07
1,1024,test-snappy,-1,snappy,1,32768,20,1641,289.92,34.51
1,1024,test-snappy,-1,snappy,1,32768,50,1626,298.72,11.17
1,1024,test-snappy,-1,snappy,1,32768,100,1699,272.92,87.54
1,1024,test-snappy,-1,snappy,1,32768,150,1698,279.17,17.02
1,1024,test-snappy,-1,snappy,1,32768,200,1648,283.50,17.55
1,1024,test-snappy,-1,snappy,1,32768,300,1648,287.96,13.95
1,1024,test-snappy,-1,snappy,1,32768,500,1711,273.21,31.32
1,1024,test-snappy,-1,snappy,1,32768,700,1641,290.25,60.67
1,1024,test-snappy,-1,snappy,1,32768,1000,1629,290.91,30.45
1,1024,test-snappy,-1,snappy,1,65536,0,1618,301.89,9.35
1,1024,test-snappy,-1,snappy,1,65536,20,1603,300.82,59.12
1,1024,test-snappy,-1,snappy,1,65536,50,1593,311.06,16.91
1,1024,test-snappy,-1,snappy,1,65536,100,1606,300.82,56.73
1,1024,test-snappy,-1,snappy,1,65536,150,1569,314.88,16.15
1,1024,test-snappy,-1,snappy,1,65536,200,1627,300.12,23.87
1,1024,test-snappy,-1,snappy,1,65536,300,1636,292.24,43.37
1,1024,test-snappy,-1,snappy,1,65536,500,1587,307.32,43.53
1,1024,test-snappy,-1,snappy,1,65536,700,1610,307.32,38.33
1,1024,test-snappy,-1,snappy,1,65536,1000,1567,313.73,16.95
1,1024,test-snappy,-1,snappy,1,131072,0,1629,300.47,20.36
1,1024,test-snappy,-1,snappy,1,131072,20,1562,324.87,20.02
1,1024,test-snappy,-1,snappy,1,131072,50,1487,346.88,15.42
1,1024,test-snappy,-1,snappy,1,131072,100,1524,341.79,17.17
1,1024,test-snappy,-1,snappy,1,131072,150,1533,326.53,21.30
1,1024,test-snappy,-1,snappy,1,131072,200,1577,323.64,22.34
1,1024,test-snappy,-1,snappy,1,131072,300,1513,335.08,13.97
1,1024,test-snappy,-1,snappy,1,131072,500,1564,324.05,13.82
1,1024,test-snappy,-1,snappy,1,131072,700,1522,333.33,12.42
1,1024,test-snappy,-1,snappy,1,131072,1000,1489,343.62,15.32
1,1024,test-snappy,-1,snappy,1,524288,0,1525,342.25,25.41
1,1024,test-snappy,-1,snappy,1,524288,20,1512,337.73,24.35
1,1024,test-snappy,-1,snappy,1,524288,50,1505,349.25,25.97
1,1024,test-snappy,-1,snappy,1,524288,100,1530,329.90,30.27
1,1024,test-snappy,-1,snappy,1,524288,150,1501,339.97,30.61
1,1024,test-snappy,-1,snappy,1,524288,200,1525,339.52,28.72
1,1024,test-snappy,-1,snappy,1,524288,300,1492,348.30,25.56
1,1024,test-snappy,-1,snappy,1,524288,500,1479,348.30,22.81
1,1024,test-snappy,-1,snappy,1,524288,700,1527,335.96,23.63
1,1024,test-snappy,-1,snappy,1,524288,1000,1498,339.52,24.15
1,1024,test-snappy,-1,snappy,1,1048576,0,1513,336.84,24.53
1,1024,test-snappy,-1,snappy,1,1048576,20,1558,324.46,24.20
1,1024,test-snappy,-1,snappy,1,1048576,50,1527,328.63,22.76
1,1024,test-snappy,-1,snappy,1,1048576,100,1544,325.29,31.74
1,1024,test-snappy,-1,snappy,1,1048576,150,1480,350.21,28.52
1,1024,test-snappy,-1,snappy,1,1048576,200,1462,359.55,24.31
1,1024,test-snappy,-1,snappy,1,1048576,300,1492,346.41,27.23
1,1024,test-snappy,-1,snappy,1,1048576,500,1502,349.73,21.22
1,1024,test-snappy,-1,snappy,1,1048576,700,1543,334.64,27.17
1,1024,test-snappy,-1,snappy,1,1048576,1000,1514,336.40,23.44
1,1024,test-snappy,-1,snappy,1,2097152,0,1630,298.37,36.45
1,1024,test-snappy,-1,snappy,1,2097152,20,1496,340.43,29.48
1,1024,test-snappy,-1,snappy,1,2097152,50,1502,339.07,31.20
1,1024,test-snappy,-1,snappy,1,2097152,100,1503,340.43,35.88
1,1024,test-snappy,-1,snappy,1,2097152,150,1540,326.11,27.75
1,1024,test-snappy,-1,snappy,1,2097152,200,1509,337.73,28.47
1,1024,test-snappy,-1,snappy,1,2097152,300,1502,339.07,30.18
1,1024,test-snappy,-1,snappy,1,2097152,500,1463,359.55,28.39
1,1024,test-snappy,-1,snappy,1,2097152,700,1497,337.29,34.35
1,1024,test-snappy,-1,snappy,1,2097152,1000,1577,310.30,43.07
1,1024,test-snappy,-1,snappy,1,4194304,0,1582,311.81,44.12
1,1024,test-snappy,-1,snappy,1,4194304,20,1551,320.40,32.67
1,1024,test-snappy,-1,snappy,1,4194304,50,1475,350.21,33.87
1,1024,test-snappy,-1,snappy,1,4194304,100,1493,350.68,36.33
1,1024,test-snappy,-1,snappy,1,4194304,150,1513,336.40,35.47
1,1024,test-snappy,-1,snappy,1,4194304,200,1542,339.52,37.16
1,1024,test-snappy,-1,snappy,1,4194304,300,1523,329.47,39.66
1,1024,test-snappy,-1,snappy,1,4194304,500,1524,339.52,33.31
1,1024,test-snappy,-1,snappy,1,4194304,700,1518,332.04,33.36
1,1024,test-snappy,-1,snappy,1,4194304,1000,1552,315.27,43.46
1,1024,test-snappy,-1,snappy,1,8388608,0,1702,275.27,57.98
1,1024,test-snappy,-1,snappy,1,8388608,20,1533,328.63,37.05
1,1024,test-snappy,-1,snappy,1,8388608,50,1587,308.81,47.72
1,1024,test-snappy,-1,snappy,1,8388608,100,1524,330.32,39.89
1,1024,test-snappy,-1,snappy,1,8388608,150,1553,317.62,38.42
1,1024,test-snappy,-1,snappy,1,8388608,200,1580,307.32,43.92
1,1024,test-snappy,-1,snappy,1,8388608,300,1569,315.66,45.23
1,1024,test-snappy,-1,snappy,1,8388608,500,1561,323.23,42.28
1,1024,test-snappy,-1,snappy,1,8388608,700,1540,323.23,41.65
1,1024,test-snappy,-1,snappy,1,8388608,1000,1577,309.93,43.64
0,1024,test-snappy,-1,snappy,5,0,0,15331,-1,-1

0,1024,test-snappy,-1,snappy,5,0,20,15332,-1,-1

0,1024,test-snappy,-1,snappy,5,0,50,15330,-1,-1

0,1024,test-snappy,-1,snappy,5,0,100,15331,-1,-1

0,1024,test-snappy,-1,snappy,5,0,150,15330,-1,-1

0,1024,test-snappy,-1,snappy,5,0,200,15333,-1,-1

0,1024,test-snappy,-1,snappy,5,0,300,15330,-1,-1

0,1024,test-snappy,-1,snappy,5,0,500,15331,-1,-1

0,1024,test-snappy,-1,snappy,5,0,700,15330,-1,-1

0,1024,test-snappy,-1,snappy,5,0,1000,15329,-1,-1

0,1024,test-snappy,-1,snappy,5,512,0,15332,-1,-1

0,1024,test-snappy,-1,snappy,5,512,20,15331,-1,-1

0,1024,test-snappy,-1,snappy,5,512,50,15330,-1,-1

0,1024,test-snappy,-1,snappy,5,512,100,15332,-1,-1

0,1024,test-snappy,-1,snappy,5,512,150,15332,-1,-1

0,1024,test-snappy,-1,snappy,5,512,200,15331,-1,-1

0,1024,test-snappy,-1,snappy,5,512,300,15332,-1,-1

0,1024,test-snappy,-1,snappy,5,512,500,15331,-1,-1

0,1024,test-snappy,-1,snappy,5,512,700,15331,-1,-1

0,1024,test-snappy,-1,snappy,5,512,1000,15332,-1,-1

0,1024,test-snappy,-1,snappy,5,1024,0,15330,-1,-1

0,1024,test-snappy,-1,snappy,5,1024,20,15333,-1,-1

0,1024,test-snappy,-1,snappy,5,1024,50,15329,-1,-1

0,1024,test-snappy,-1,snappy,5,1024,100,15332,-1,-1

0,1024,test-snappy,-1,snappy,5,1024,150,15331,-1,-1

0,1024,test-snappy,-1,snappy,5,1024,200,15330,-1,-1

0,1024,test-snappy,-1,snappy,5,1024,300,15332,-1,-1

0,1024,test-snappy,-1,snappy,5,1024,500,15332,-1,-1

0,1024,test-snappy,-1,snappy,5,1024,700,15331,-1,-1

0,1024,test-snappy,-1,snappy,5,1024,1000,15330,-1,-1

1,1024,test-snappy,-1,snappy,5,8192,0,1975,215.85,141.93
1,1024,test-snappy,-1,snappy,5,8192,20,2023,203.17,224.95
1,1024,test-snappy,-1,snappy,5,8192,50,2135,186.59,339.65
1,1024,test-snappy,-1,snappy,5,8192,100,2003,204.15,214.16
1,1024,test-snappy,-1,snappy,5,8192,150,1974,215.67,140.50
1,1024,test-snappy,-1,snappy,5,8192,200,2027,200.31,273.38
1,1024,test-snappy,-1,snappy,5,8192,300,2004,205.29,205.13
1,1024,test-snappy,-1,snappy,5,8192,500,2131,187.00,322.58
1,1024,test-snappy,-1,snappy,5,8192,700,2094,191.90,288.97
1,1024,test-snappy,-1,snappy,5,8192,1000,2079,195.87,260.46
1,1024,test-snappy,-1,snappy,5,16384,0,1660,283.50,17.85
1,1024,test-snappy,-1,snappy,5,16384,20,1800,249.51,38.91
1,1024,test-snappy,-1,snappy,5,16384,50,1652,287.00,33.92
1,1024,test-snappy,-1,snappy,5,16384,100,1663,281.63,35.78
1,1024,test-snappy,-1,snappy,5,16384,150,1679,280.39,76.62
1,1024,test-snappy,-1,snappy,5,16384,200,1650,292.57,41.41
1,1024,test-snappy,-1,snappy,5,16384,300,1635,288.94,57.32
1,1024,test-snappy,-1,snappy,5,16384,500,1649,285.08,52.05
1,1024,test-snappy,-1,snappy,5,16384,700,1676,279.48,33.46
1,1024,test-snappy,-1,snappy,5,16384,1000,1646,287.96,25.97
1,1024,test-snappy,-1,snappy,5,32768,0,1559,315.27,24.78
1,1024,test-snappy,-1,snappy,5,32768,20,1560,314.50,17.14
1,1024,test-snappy,-1,snappy,5,32768,50,1505,343.16,21.86
1,1024,test-snappy,-1,snappy,5,32768,100,1585,317.62,28.80
1,1024,test-snappy,-1,snappy,5,32768,150,1561,324.46,14.02
1,1024,test-snappy,-1,snappy,5,32768,200,1542,326.11,15.47
1,1024,test-snappy,-1,snappy,5,32768,300,1604,300.47,16.29
1,1024,test-snappy,-1,snappy,5,32768,500,1549,324.46,32.08
1,1024,test-snappy,-1,snappy,5,32768,700,1606,309.93,16.15
1,1024,test-snappy,-1,snappy,5,32768,1000,1480,351.17,13.96
1,1024,test-snappy,-1,snappy,5,65536,0,1565,319.60,19.78
1,1024,test-snappy,-1,snappy,5,65536,20,1465,359.05,17.76
1,1024,test-snappy,-1,snappy,5,65536,50,1473,358.54,18.79
1,1024,test-snappy,-1,snappy,5,65536,100,1455,361.58,16.32
1,1024,test-snappy,-1,snappy,5,65536,150,1488,345.48,30.18
1,1024,test-snappy,-1,snappy,5,65536,200,1480,350.21,13.43
1,1024,test-snappy,-1,snappy,5,65536,300,1508,343.62,20.94
1,1024,test-snappy,-1,snappy,5,65536,500,1528,326.95,20.15
1,1024,test-snappy,-1,snappy,5,65536,700,1480,349.73,22.17
1,1024,test-snappy,-1,snappy,5,65536,1000,1472,356.55,18.57
1,1024,test-snappy,-1,snappy,5,131072,0,1583,316.05,18.23
1,1024,test-snappy,-1,snappy,5,131072,20,1462,371.01,15.03
1,1024,test-snappy,-1,snappy,5,131072,50,1500,347.83,14.35
1,1024,test-snappy,-1,snappy,5,131072,100,1453,366.76,10.59
1,1024,test-snappy,-1,snappy,5,131072,150,1470,352.13,12.71
1,1024,test-snappy,-1,snappy,5,131072,200,1456,366.24,11.74
1,1024,test-snappy,-1,snappy,5,131072,300,1453,359.05,12.80
1,1024,test-snappy,-1,snappy,5,131072,500,1469,356.05,13.47
1,1024,test-snappy,-1,snappy,5,131072,700,1475,354.08,13.53
1,1024,test-snappy,-1,snappy,5,131072,1000,1491,354.08,11.63
1,1024,test-snappy,-1,snappy,5,524288,0,1792,254.47,73.95
1,1024,test-snappy,-1,snappy,5,524288,20,1445,368.88,25.12
1,1024,test-snappy,-1,snappy,5,524288,50,1480,348.77,12.49
1,1024,test-snappy,-1,snappy,5,524288,100,1486,358.04,20.77
1,1024,test-snappy,-1,snappy,5,524288,150,1449,369.94,21.39
1,1024,test-snappy,-1,snappy,5,524288,200,1526,327.37,59.23
1,1024,test-snappy,-1,snappy,5,524288,300,1483,349.25,28.26
1,1024,test-snappy,-1,snappy,5,524288,500,1454,365.71,24.84
1,1024,test-snappy,-1,snappy,5,524288,700,1462,357.54,22.13
1,1024,test-snappy,-1,snappy,5,524288,1000,1447,371.55,17.22
1,1024,test-snappy,-1,snappy,5,1048576,0,1785,247.58,116.01
1,1024,test-snappy,-1,snappy,5,1048576,20,1465,364.15,17.48
1,1024,test-snappy,-1,snappy,5,1048576,50,1455,364.15,20.65
1,1024,test-snappy,-1,snappy,5,1048576,100,1505,345.01,19.33
1,1024,test-snappy,-1,snappy,5,1048576,150,1447,374.27,16.82
1,1024,test-snappy,-1,snappy,5,1048576,200,1475,362.09,20.33
1,1024,test-snappy,-1,snappy,5,1048576,300,1466,357.54,14.78
1,1024,test-snappy,-1,snappy,5,1048576,500,1472,363.12,19.85
1,1024,test-snappy,-1,snappy,5,1048576,700,1461,367.82,20.48
1,1024,test-snappy,-1,snappy,5,1048576,1000,1488,359.05,17.91
1,1024,test-snappy,-1,snappy,5,2097152,0,1832,236.82,149.55
1,1024,test-snappy,-1,snappy,5,2097152,20,1452,364.67,30.78
1,1024,test-snappy,-1,snappy,5,2097152,50,1480,361.07,23.74
1,1024,test-snappy,-1,snappy,5,2097152,100,1459,357.54,20.93
1,1024,test-snappy,-1,snappy,5,2097152,150,1514,346.41,24.22
1,1024,test-snappy,-1,snappy,5,2097152,200,1415,379.26,20.17
1,1024,test-snappy,-1,snappy,5,2097152,300,1440,382.09,20.96
1,1024,test-snappy,-1,snappy,5,2097152,500,1464,360.06,22.94
1,1024,test-snappy,-1,snappy,5,2097152,700,1476,355.56,19.06
1,1024,test-snappy,-1,snappy,5,2097152,1000,1482,352.13,22.10
1,1024,test-snappy,-1,snappy,5,4194304,0,1652,284.76,34.05
1,1024,test-snappy,-1,snappy,5,4194304,20,1508,341.33,29.30
1,1024,test-snappy,-1,snappy,5,4194304,50,1487,345.95,36.07
1,1024,test-snappy,-1,snappy,5,4194304,100,1475,348.77,31.15
1,1024,test-snappy,-1,snappy,5,4194304,150,1473,350.21,30.40
1,1024,test-snappy,-1,snappy,5,4194304,200,1470,356.05,32.01
1,1024,test-snappy,-1,snappy,5,4194304,300,1515,347.35,31.73
1,1024,test-snappy,-1,snappy,5,4194304,500,1476,350.21,31.81
1,1024,test-snappy,-1,snappy,5,4194304,700,1494,349.25,31.16
1,1024,test-snappy,-1,snappy,5,4194304,1000,1525,332.04,40.58
1,1024,test-snappy,-1,snappy,5,8388608,0,4932,61.13,1.58
1,1024,test-snappy,-1,snappy,5,8388608,20,1565,312.96,37.98
1,1024,test-snappy,-1,snappy,5,8388608,50,1573,312.58,42.24
1,1024,test-snappy,-1,snappy,5,8388608,100,1564,318.80,44.55
1,1024,test-snappy,-1,snappy,5,8388608,150,1614,299.42,42.67
1,1024,test-snappy,-1,snappy,5,8388608,200,1533,325.70,43.05
1,1024,test-snappy,-1,snappy,5,8388608,300,1578,312.58,44.68
1,1024,test-snappy,-1,snappy,5,8388608,500,1582,311.81,45.44
1,1024,test-snappy,-1,snappy,5,8388608,700,1556,318.80,43.46
1,1024,test-snappy,-1,snappy,5,8388608,1000,1571,322.42,42.41
1,1024,test-snappy,0,snappy,1,0,0,7922,35.84,701.06
1,1024,test-snappy,0,snappy,1,0,20,7864,36.14,696.68
1,1024,test-snappy,0,snappy,1,0,50,7851,36.18,697.01
1,1024,test-snappy,0,snappy,1,0,100,7825,36.35,684.42
1,1024,test-snappy,0,snappy,1,0,150,7765,36.52,689.18
1,1024,test-snappy,0,snappy,1,0,200,7811,36.33,691.32
1,1024,test-snappy,0,snappy,1,0,300,8037,35.29,716.18
1,1024,test-snappy,0,snappy,1,0,500,7942,35.70,705.74
1,1024,test-snappy,0,snappy,1,0,700,7930,35.77,701.08
1,1024,test-snappy,0,snappy,1,0,1000,7910,35.79,698.09
1,1024,test-snappy,0,snappy,1,512,0,7927,35.67,707.58
1,1024,test-snappy,0,snappy,1,512,20,7885,36.07,694.51
1,1024,test-snappy,0,snappy,1,512,50,7848,36.10,697.21
1,1024,test-snappy,0,snappy,1,512,100,7815,36.38,685.36
1,1024,test-snappy,0,snappy,1,512,150,7776,36.53,681.75
1,1024,test-snappy,0,snappy,1,512,200,7828,36.25,696.48
1,1024,test-snappy,0,snappy,1,512,300,7830,36.22,698.10
1,1024,test-snappy,0,snappy,1,512,500,7848,36.22,692.55
1,1024,test-snappy,0,snappy,1,512,700,8014,35.40,705.84
1,1024,test-snappy,0,snappy,1,512,1000,7929,35.83,704.65
1,1024,test-snappy,0,snappy,1,1024,0,7912,35.84,705.21
1,1024,test-snappy,0,snappy,1,1024,20,7937,35.70,704.56
1,1024,test-snappy,0,snappy,1,1024,50,7908,35.79,698.22
1,1024,test-snappy,0,snappy,1,1024,100,7871,36.10,698.65
1,1024,test-snappy,0,snappy,1,1024,150,7843,36.21,696.97
1,1024,test-snappy,0,snappy,1,1024,200,7910,35.92,694.49
1,1024,test-snappy,0,snappy,1,1024,300,7864,36.02,700.13
1,1024,test-snappy,0,snappy,1,1024,500,7972,35.53,709.14
1,1024,test-snappy,0,snappy,1,1024,700,7792,36.42,690.63
1,1024,test-snappy,0,snappy,1,1024,1000,7845,36.25,689.74
1,1024,test-snappy,0,snappy,1,8192,0,1548,327.78,3.10
1,1024,test-snappy,0,snappy,1,8192,20,1610,302.60,2.51
1,1024,test-snappy,0,snappy,1,8192,50,1547,321.61,43.29
1,1024,test-snappy,0,snappy,1,8192,100,1578,315.66,4.19
1,1024,test-snappy,0,snappy,1,8192,150,1535,325.29,14.94
1,1024,test-snappy,0,snappy,1,8192,200,1555,318.41,8.56
1,1024,test-snappy,0,snappy,1,8192,300,1551,319.20,8.82
1,1024,test-snappy,0,snappy,1,8192,500,1534,326.53,24.96
1,1024,test-snappy,0,snappy,1,8192,700,1577,309.18,7.74
1,1024,test-snappy,0,snappy,1,8192,1000,1551,319.20,8.94
1,1024,test-snappy,0,snappy,1,16384,0,1538,322.01,7.73
1,1024,test-snappy,0,snappy,1,16384,20,1485,352.62,2.43
1,1024,test-snappy,0,snappy,1,16384,50,1510,338.62,8.84
1,1024,test-snappy,0,snappy,1,16384,100,1502,342.70,2.71
1,1024,test-snappy,0,snappy,1,16384,150,1520,335.52,0.87
1,1024,test-snappy,0,snappy,1,16384,200,1513,337.73,0.90
1,1024,test-snappy,0,snappy,1,16384,300,1535,334.64,3.02
1,1024,test-snappy,0,snappy,1,16384,500,1497,342.70,3.58
1,1024,test-snappy,0,snappy,1,16384,700,1536,331.61,1.66
1,1024,test-snappy,0,snappy,1,16384,1000,1517,339.52,7.80
1,1024,test-snappy,0,snappy,1,32768,0,1483,347.83,3.82
1,1024,test-snappy,0,snappy,1,32768,20,1461,367.82,0.57
1,1024,test-snappy,0,snappy,1,32768,50,1434,365.71,0.77
1,1024,test-snappy,0,snappy,1,32768,100,1421,379.26,1.15
1,1024,test-snappy,0,snappy,1,32768,150,1446,367.82,2.52
1,1024,test-snappy,0,snappy,1,32768,200,1453,373.18,0.63
1,1024,test-snappy,0,snappy,1,32768,300,1456,357.54,0.96
1,1024,test-snappy,0,snappy,1,32768,500,1469,366.24,1.29
1,1024,test-snappy,0,snappy,1,32768,700,1458,356.55,1.32
1,1024,test-snappy,0,snappy,1,32768,1000,1448,376.47,5.87
1,1024,test-snappy,0,snappy,1,65536,0,1497,347.35,3.14
1,1024,test-snappy,0,snappy,1,65536,20,1419,377.58,1.19
1,1024,test-snappy,0,snappy,1,65536,50,1451,374.27,4.19
1,1024,test-snappy,0,snappy,1,65536,100,1403,386.12,2.84
1,1024,test-snappy,0,snappy,1,65536,150,1386,393.85,1.21
1,1024,test-snappy,0,snappy,1,65536,200,1424,380.95,1.14
1,1024,test-snappy,0,snappy,1,65536,300,1435,378.14,3.76
1,1024,test-snappy,0,snappy,1,65536,500,1427,371.01,1.28
1,1024,test-snappy,0,snappy,1,65536,700,1448,378.70,1.59
1,1024,test-snappy,0,snappy,1,65536,1000,1441,368.88,1.54
1,1024,test-snappy,0,snappy,1,131072,0,1527,325.70,0.36
1,1024,test-snappy,0,snappy,1,131072,20,1408,381.52,1.63
1,1024,test-snappy,0,snappy,1,131072,50,1401,394.45,2.29
1,1024,test-snappy,0,snappy,1,131072,100,1395,392.04,2.62
1,1024,test-snappy,0,snappy,1,131072,150,1414,389.65,1.44
1,1024,test-snappy,0,snappy,1,131072,200,1416,383.81,1.15
1,1024,test-snappy,0,snappy,1,131072,300,1444,375.92,1.19
1,1024,test-snappy,0,snappy,1,131072,500,1405,383.23,1.42
1,1024,test-snappy,0,snappy,1,131072,700,1417,379.26,1.67
1,1024,test-snappy,0,snappy,1,131072,1000,1422,380.39,2.45
1,1024,test-snappy,0,snappy,1,524288,0,1563,322.82,0.30
1,1024,test-snappy,0,snappy,1,524288,20,1402,395.06,4.73
1,1024,test-snappy,0,snappy,1,524288,50,1455,372.63,4.31
1,1024,test-snappy,0,snappy,1,524288,100,1395,392.04,4.99
1,1024,test-snappy,0,snappy,1,524288,150,1405,389.06,3.23
1,1024,test-snappy,0,snappy,1,524288,200,1413,388.47,3.27
1,1024,test-snappy,0,snappy,1,524288,300,1381,402.52,3.71
1,1024,test-snappy,0,snappy,1,524288,500,1433,373.18,3.76
1,1024,test-snappy,0,snappy,1,524288,700,1385,398.75,5.21
1,1024,test-snappy,0,snappy,1,524288,1000,1397,400.00,5.19
1,1024,test-snappy,0,snappy,1,1048576,0,1492,340.43,0.31
1,1024,test-snappy,0,snappy,1,1048576,20,1417,382.66,3.47
1,1024,test-snappy,0,snappy,1,1048576,50,1436,386.71,3.34
1,1024,test-snappy,0,snappy,1,1048576,100,1434,385.54,3.24
1,1024,test-snappy,0,snappy,1,1048576,150,1394,395.67,3.48
1,1024,test-snappy,0,snappy,1,1048576,200,1391,391.44,3.11
1,1024,test-snappy,0,snappy,1,1048576,300,1392,393.24,2.90
1,1024,test-snappy,0,snappy,1,1048576,500,1391,390.84,2.80
1,1024,test-snappy,0,snappy,1,1048576,700,1468,364.15,3.20
