success,size,topic,acks,compression,inflight,batch,linger,time,rate,latency
1,131072,test-snappy,-1,snappy,1,0,0,4583,66.63,398.45
1,131072,test-snappy,-1,snappy,1,0,20,4445,69.17,394.50
1,131072,test-snappy,-1,snappy,1,0,50,4466,69.10,390.29
1,131072,test-snappy,-1,snappy,1,0,100,4477,69.08,377.05
1,131072,test-snappy,-1,snappy,1,0,150,4669,65.59,404.49
1,131072,test-snappy,-1,snappy,1,0,200,4447,69.57,388.44
1,131072,test-snappy,-1,snappy,1,0,300,4557,67.17,401.00
1,131072,test-snappy,-1,snappy,1,0,500,4573,66.88,400.04
1,131072,test-snappy,-1,snappy,1,0,700,4408,69.70,382.62
1,131072,test-snappy,-1,snappy,1,0,1000,4507,67.98,396.16
1,131072,test-snappy,-1,snappy,1,512,0,4474,68.67,391.95
1,131072,test-snappy,-1,snappy,1,512,20,4554,67.26,402.97
1,131072,test-snappy,-1,snappy,1,512,50,4373,70.80,375.53
1,131072,test-snappy,-1,snappy,1,512,100,4373,70.56,381.29
1,131072,test-snappy,-1,snappy,1,512,150,4499,68.16,396.66
1,131072,test-snappy,-1,snappy,1,512,200,4605,66.56,395.17
1,131072,test-snappy,-1,snappy,1,512,300,4416,69.70,389.69
1,131072,test-snappy,-1,snappy,1,512,500,4577,66.79,389.88
1,131072,test-snappy,-1,snappy,1,512,700,4463,68.85,391.10
1,131072,test-snappy,-1,snappy,1,512,1000,4584,66.60,394.71
1,131072,test-snappy,-1,snappy,1,1024,0,4360,71.27,373.15
1,131072,test-snappy,-1,snappy,1,1024,20,4422,69.57,389.81
1,131072,test-snappy,-1,snappy,1,1024,50,4584,66.46,402.03
1,131072,test-snappy,-1,snappy,1,1024,100,4565,67.17,403.62
1,131072,test-snappy,-1,snappy,1,1024,150,4584,66.65,404.91
1,131072,test-snappy,-1,snappy,1,1024,200,4443,69.17,385.69
1,131072,test-snappy,-1,snappy,1,1024,300,4469,68.85,385.11
1,131072,test-snappy,-1,snappy,1,1024,500,4410,70.47,378.70
1,131072,test-snappy,-1,snappy,1,1024,700,4379,70.66,381.23
1,131072,test-snappy,-1,snappy,1,1024,1000,4332,71.33,376.53
1,131072,test-snappy,-1,snappy,1,8192,0,4371,70.54,375.62
1,131072,test-snappy,-1,snappy,1,8192,20,4426,69.68,386.63
1,131072,test-snappy,-1,snappy,1,8192,50,4502,68.63,393.32
1,131072,test-snappy,-1,snappy,1,8192,100,4592,66.53,400.70
1,131072,test-snappy,-1,snappy,1,8192,150,4606,66.24,401.83
1,131072,test-snappy,-1,snappy,1,8192,200,4432,69.91,380.51
1,131072,test-snappy,-1,snappy,1,8192,300,4329,71.43,377.54
1,131072,test-snappy,-1,snappy,1,8192,500,4643,65.59,409.52
1,131072,test-snappy,-1,snappy,1,8192,700,4417,69.75,381.07
1,131072,test-snappy,-1,snappy,1,8192,1000,4386,70.84,380.43
1,131072,test-snappy,-1,snappy,1,16384,0,4492,68.69,388.54
1,131072,test-snappy,-1,snappy,1,16384,20,4373,70.89,375.26
1,131072,test-snappy,-1,snappy,1,16384,50,4355,70.91,378.22
1,131072,test-snappy,-1,snappy,1,16384,100,4359,70.87,379.20
1,131072,test-snappy,-1,snappy,1,16384,150,4555,67.62,395.19
1,131072,test-snappy,-1,snappy,1,16384,200,4637,65.76,404.22
1,131072,test-snappy,-1,snappy,1,16384,300,4546,67.35,398.29
1,131072,test-snappy,-1,snappy,1,16384,500,4520,68.18,395.84
1,131072,test-snappy,-1,snappy,1,16384,700,4323,72.17,371.08
1,131072,test-snappy,-1,snappy,1,16384,1000,4339,71.17,379.57
1,131072,test-snappy,-1,snappy,1,32768,0,4416,69.70,383.30
1,131072,test-snappy,-1,snappy,1,32768,20,4542,67.80,395.34
1,131072,test-snappy,-1,snappy,1,32768,50,4359,70.74,377.75
1,131072,test-snappy,-1,snappy,1,32768,100,4520,68.18,394.67
1,131072,test-snappy,-1,snappy,1,32768,150,4523,67.64,394.86
1,131072,test-snappy,-1,snappy,1,32768,200,4346,70.93,381.67
1,131072,test-snappy,-1,snappy,1,32768,300,4353,70.80,378.48
1,131072,test-snappy,-1,snappy,1,32768,500,4347,71.01,382.25
1,131072,test-snappy,-1,snappy,1,32768,700,4397,70.54,381.41
1,131072,test-snappy,-1,snappy,1,32768,1000,4396,70.00,378.12
1,131072,test-snappy,-1,snappy,1,65536,0,4399,70.50,378.42
1,131072,test-snappy,-1,snappy,1,65536,20,4434,69.17,390.65
1,131072,test-snappy,-1,snappy,1,65536,50,4428,69.51,379.28
1,131072,test-snappy,-1,snappy,1,65536,100,4395,70.04,382.74
1,131072,test-snappy,-1,snappy,1,65536,150,4573,66.93,405.23
1,131072,test-snappy,-1,snappy,1,65536,200,4370,70.54,381.17
1,131072,test-snappy,-1,snappy,1,65536,300,4569,67.10,394.95
1,131072,test-snappy,-1,snappy,1,65536,500,4338,71.81,375.45
1,131072,test-snappy,-1,snappy,1,65536,700,4349,71.15,378.60
1,131072,test-snappy,-1,snappy,1,65536,1000,4312,71.81,375.36
1,131072,test-snappy,-1,snappy,1,131072,0,4267,72.67,371.44
1,131072,test-snappy,-1,snappy,1,131072,20,4441,69.11,388.70
1,131072,test-snappy,-1,snappy,1,131072,50,4373,70.93,375.87
1,131072,test-snappy,-1,snappy,1,131072,100,4509,67.96,394.11
1,131072,test-snappy,-1,snappy,1,131072,150,4321,71.51,372.56
1,131072,test-snappy,-1,snappy,1,131072,200,4591,66.49,401.56
1,131072,test-snappy,-1,snappy,1,131072,300,4488,68.38,395.04
1,131072,test-snappy,-1,snappy,1,131072,500,4541,67.99,397.74
1,131072,test-snappy,-1,snappy,1,131072,700,4537,67.60,387.87
1,131072,test-snappy,-1,snappy,1,131072,1000,4359,70.76,378.06
1,131072,test-snappy,-1,snappy,1,524288,0,4393,70.18,288.79
1,131072,test-snappy,-1,snappy,1,524288,20,4084,76.76,268.03
1,131072,test-snappy,-1,snappy,1,524288,50,4425,69.43,299.12
1,131072,test-snappy,-1,snappy,1,524288,100,4226,73.82,279.10
1,131072,test-snappy,-1,snappy,1,524288,150,4381,70.80,293.29
1,131072,test-snappy,-1,snappy,1,524288,200,4424,69.43,295.11
1,131072,test-snappy,-1,snappy,1,524288,300,4050,77.55,259.66
1,131072,test-snappy,-1,snappy,1,524288,500,4494,68.65,298.18
1,131072,test-snappy,-1,snappy,1,524288,700,4273,73.08,280.23
1,131072,test-snappy,-1,snappy,1,524288,1000,4268,72.67,283.37
1,131072,test-snappy,-1,snappy,1,1048576,0,4445,69.79,322.12
1,131072,test-snappy,-1,snappy,1,1048576,20,4334,71.83,331.60
1,131072,test-snappy,-1,snappy,1,1048576,50,4591,66.44,366.21
1,131072,test-snappy,-1,snappy,1,1048576,100,4153,75.01,310.74
1,131072,test-snappy,-1,snappy,1,1048576,150,4464,69.28,350.39
1,131072,test-snappy,-1,snappy,1,1048576,200,4157,74.96,308.96
1,131072,test-snappy,-1,snappy,1,1048576,300,4581,66.81,347.38
1,131072,test-snappy,-1,snappy,1,1048576,500,3980,79.18,302.16
1,131072,test-snappy,-1,snappy,1,1048576,700,4749,63.89,376.71
1,131072,test-snappy,-1,snappy,1,1048576,1000,4122,75.78,301.41
1,131072,test-snappy,-1,snappy,1,2097152,0,4067,77.02,314.34
1,131072,test-snappy,-1,snappy,1,2097152,20,4281,72.34,334.29
1,131072,test-snappy,-1,snappy,1,2097152,50,4553,67.12,369.11
1,131072,test-snappy,-1,snappy,1,2097152,100,4216,73.58,329.40
1,131072,test-snappy,-1,snappy,1,2097152,150,4337,71.17,334.21
1,131072,test-snappy,-1,snappy,1,2097152,200,4098,76.35,309.06
1,131072,test-snappy,-1,snappy,1,2097152,300,4246,72.91,344.90
1,131072,test-snappy,-1,snappy,1,2097152,500,4698,65.14,372.33
1,131072,test-snappy,-1,snappy,1,2097152,700,4150,75.34,320.60
1,131072,test-snappy,-1,snappy,1,2097152,1000,4395,70.18,354.29
1,131072,test-snappy,-1,snappy,1,4194304,0,4749,63.98,379.78
1,131072,test-snappy,-1,snappy,1,4194304,20,4533,67.49,376.22
1,131072,test-snappy,-1,snappy,1,4194304,50,4490,68.39,371.70
1,131072,test-snappy,-1,snappy,1,4194304,100,4427,69.51,369.27
1,131072,test-snappy,-1,snappy,1,4194304,150,4481,68.49,362.55
1,131072,test-snappy,-1,snappy,1,4194304,200,4232,73.48,329.92
1,131072,test-snappy,-1,snappy,1,4194304,300,4473,68.82,375.08
1,131072,test-snappy,-1,snappy,1,4194304,500,4727,64.65,402.36
1,131072,test-snappy,-1,snappy,1,4194304,700,4543,67.78,382.27
1,131072,test-snappy,-1,snappy,1,4194304,1000,4242,73.10,337.14
1,131072,test-snappy,-1,snappy,1,8388608,0,5010,60.00,397.47
1,131072,test-snappy,-1,snappy,1,8388608,20,5182,57.67,447.37
1,131072,test-snappy,-1,snappy,1,8388608,50,5015,59.74,409.67
1,131072,test-snappy,-1,snappy,1,8388608,100,4841,62.45,387.81
1,131072,test-snappy,-1,snappy,1,8388608,150,4986,60.39,438.36
1,131072,test-snappy,-1,snappy,1,8388608,200,5066,59.23,440.19
1,131072,test-snappy,-1,snappy,1,8388608,300,5457,54.65,483.89
1,131072,test-snappy,-1,snappy,1,8388608,500,5074,59.18,439.37
1,131072,test-snappy,-1,snappy,1,8388608,700,4696,65.09,393.44
1,131072,test-snappy,-1,snappy,1,8388608,1000,5114,59.03,443.40
1,131072,test-snappy,-1,snappy,5,0,0,3762,84.99,305.04
1,131072,test-snappy,-1,snappy,5,0,20,3869,82.34,313.69
1,131072,test-snappy,-1,snappy,5,0,50,4154,75.18,345.54
1,131072,test-snappy,-1,snappy,5,0,100,3805,83.44,311.94
1,131072,test-snappy,-1,snappy,5,0,150,4133,75.54,349.71
1,131072,test-snappy,-1,snappy,5,0,200,4137,75.69,346.46
1,131072,test-snappy,-1,snappy,5,0,300,3685,87.07,299.41
1,131072,test-snappy,-1,snappy,5,0,500,3702,86.99,301.60
1,131072,test-snappy,-1,snappy,5,0,700,4295,72.21,353.07
1,131072,test-snappy,-1,snappy,5,0,1000,3863,82.66,318.59
1,131072,test-snappy,-1,snappy,5,512,0,4068,77.36,342.15
1,131072,test-snappy,-1,snappy,5,512,20,3713,86.49,300.71
1,131072,test-snappy,-1,snappy,5,512,50,3838,82.93,316.24
1,131072,test-snappy,-1,snappy,5,512,100,3883,82.18,318.67
1,131072,test-snappy,-1,snappy,5,512,150,4141,75.36,350.57
1,131072,test-snappy,-1,snappy,5,512,200,3798,83.91,314.67
1,131072,test-snappy,-1,snappy,5,512,300,3874,82.37,317.77
1,131072,test-snappy,-1,snappy,5,512,500,3707,86.54,302.62
1,131072,test-snappy,-1,snappy,5,512,700,3758,85.79,307.13
1,131072,test-snappy,-1,snappy,5,512,1000,4165,74.88,350.57
1,131072,test-snappy,-1,snappy,5,1024,0,3708,86.43,301.26
1,131072,test-snappy,-1,snappy,5,1024,20,3824,83.77,311.21
1,131072,test-snappy,-1,snappy,5,1024,50,3721,85.88,302.71
1,131072,test-snappy,-1,snappy,5,1024,100,3867,81.84,318.00
1,131072,test-snappy,-1,snappy,5,1024,150,3842,82.71,320.51
1,131072,test-snappy,-1,snappy,5,1024,200,3689,86.93,301.46
1,131072,test-snappy,-1,snappy,5,1024,300,4109,76.01,346.66
1,131072,test-snappy,-1,snappy,5,1024,500,3790,84.71,303.72
1,131072,test-snappy,-1,snappy,5,1024,700,3738,85.39,305.28
1,131072,test-snappy,-1,snappy,5,1024,1000,3829,83.09,315.24
1,131072,test-snappy,-1,snappy,5,8192,0,3680,87.34,302.01
1,131072,test-snappy,-1,snappy,5,8192,20,4104,76.76,347.52
1,131072,test-snappy,-1,snappy,5,8192,50,3835,82.96,318.16
1,131072,test-snappy,-1,snappy,5,8192,100,3824,82.98,312.35
1,131072,test-snappy,-1,snappy,5,8192,150,3666,87.52,300.64
1,131072,test-snappy,-1,snappy,5,8192,200,3848,82.58,318.89
1,131072,test-snappy,-1,snappy,5,8192,300,3849,82.66,313.18
1,131072,test-snappy,-1,snappy,5,8192,500,3710,86.05,304.29
1,131072,test-snappy,-1,snappy,5,8192,700,4173,74.51,354.72
1,131072,test-snappy,-1,snappy,5,8192,1000,3743,85.25,309.41
1,131072,test-snappy,-1,snappy,5,16384,0,3751,85.13,311.72
1,131072,test-snappy,-1,snappy,5,16384,20,3749,85.56,307.77
1,131072,test-snappy,-1,snappy,5,16384,50,4158,75.25,347.21
1,131072,test-snappy,-1,snappy,5,16384,100,3747,85.13,305.67
1,131072,test-snappy,-1,snappy,5,16384,150,4167,74.70,353.19
1,131072,test-snappy,-1,snappy,5,16384,200,3759,84.77,307.88
1,131072,test-snappy,-1,snappy,5,16384,300,3771,84.91,303.06
1,131072,test-snappy,-1,snappy,5,16384,500,3899,81.53,315.85
1,131072,test-snappy,-1,snappy,5,16384,700,3820,83.88,310.25
1,131072,test-snappy,-1,snappy,5,16384,1000,4028,78.75,323.89
1,131072,test-snappy,-1,snappy,5,32768,0,3744,85.39,308.47
1,131072,test-snappy,-1,snappy,5,32768,20,4147,75.07,351.10
1,131072,test-snappy,-1,snappy,5,32768,50,3807,83.85,305.77
1,131072,test-snappy,-1,snappy,5,32768,100,4102,76.28,345.12
1,131072,test-snappy,-1,snappy,5,32768,150,3786,83.93,304.17
1,131072,test-snappy,-1,snappy,5,32768,200,3824,83.12,317.65
1,131072,test-snappy,-1,snappy,5,32768,300,3848,83.06,315.77
1,131072,test-snappy,-1,snappy,5,32768,500,4080,76.58,345.83
1,131072,test-snappy,-1,snappy,5,32768,700,3803,83.80,315.28
1,131072,test-snappy,-1,snappy,5,32768,1000,3768,84.66,311.00
1,131072,test-snappy,-1,snappy,5,65536,0,3730,86.54,300.19
1,131072,test-snappy,-1,snappy,5,65536,20,3738,85.76,302.40
1,131072,test-snappy,-1,snappy,5,65536,50,3846,82.69,315.99
1,131072,test-snappy,-1,snappy,5,65536,100,3771,84.57,314.32
1,131072,test-snappy,-1,snappy,5,65536,150,3702,86.63,303.04
1,131072,test-snappy,-1,snappy,5,65536,200,3668,87.46,299.11
1,131072,test-snappy,-1,snappy,5,65536,300,3836,82.71,314.06
1,131072,test-snappy,-1,snappy,5,65536,500,3670,87.55,301.10
1,131072,test-snappy,-1,snappy,5,65536,700,3802,83.66,314.33
1,131072,test-snappy,-1,snappy,5,65536,1000,3673,87.52,300.65
1,131072,test-snappy,-1,snappy,5,131072,0,3772,84.71,303.59
1,131072,test-snappy,-1,snappy,5,131072,20,3811,83.20,316.85
1,131072,test-snappy,-1,snappy,5,131072,50,3801,83.80,312.97
1,131072,test-snappy,-1,snappy,5,131072,100,3866,82.08,319.46
1,131072,test-snappy,-1,snappy,5,131072,150,4168,75.41,348.72
1,131072,test-snappy,-1,snappy,5,131072,200,4157,75.10,345.44
1,131072,test-snappy,-1,snappy,5,131072,300,3803,83.66,313.95
1,131072,test-snappy,-1,snappy,5,131072,500,3740,86.08,302.12
1,131072,test-snappy,-1,snappy,5,131072,700,3794,83.69,315.90
1,131072,test-snappy,-1,snappy,5,131072,1000,3758,84.88,309.32
1,131072,test-snappy,-1,snappy,5,524288,0,4157,74.94,274.04
1,131072,test-snappy,-1,snappy,5,524288,20,3647,88.22,226.09
1,131072,test-snappy,-1,snappy,5,524288,50,3725,86.11,231.28
1,131072,test-snappy,-1,snappy,5,524288,100,4205,74.42,275.57
1,131072,test-snappy,-1,snappy,5,524288,150,3805,83.50,238.69
1,131072,test-snappy,-1,snappy,5,524288,200,3786,84.04,236.22
1,131072,test-snappy,-1,snappy,5,524288,300,4116,75.83,269.44
1,131072,test-snappy,-1,snappy,5,524288,500,3631,88.67,227.64
1,131072,test-snappy,-1,snappy,5,524288,700,3828,83.36,241.69
1,131072,test-snappy,-1,snappy,5,524288,1000,4151,75.14,274.82
1,131072,test-snappy,-1,snappy,5,1048576,0,4201,74.70,319.25
1,131072,test-snappy,-1,snappy,5,1048576,20,4022,78.00,306.19
1,131072,test-snappy,-1,snappy,5,1048576,50,3970,79.80,299.70
1,131072,test-snappy,-1,snappy,5,1048576,100,4081,77.20,307.31
1,131072,test-snappy,-1,snappy,5,1048576,150,4139,75.32,305.86
1,131072,test-snappy,-1,snappy,5,1048576,200,3979,79.06,303.89
1,131072,test-snappy,-1,snappy,5,1048576,300,3760,84.68,270.86
1,131072,test-snappy,-1,snappy,5,1048576,500,4653,65.42,358.90
1,131072,test-snappy,-1,snappy,5,1048576,700,4148,75.36,305.34
1,131072,test-snappy,-1,snappy,5,1048576,1000,3974,79.23,281.20
1,131072,test-snappy,-1,snappy,5,2097152,0,4469,68.74,349.54
1,131072,test-snappy,-1,snappy,5,2097152,20,4314,72.28,339.49
1,131072,test-snappy,-1,snappy,5,2097152,50,4037,78.34,306.65
1,131072,test-snappy,-1,snappy,5,2097152,100,3967,80.20,300.85
1,131072,test-snappy,-1,snappy,5,2097152,150,4447,69.64,345.16
1,131072,test-snappy,-1,snappy,5,2097152,200,4118,75.78,322.58
1,131072,test-snappy,-1,snappy,5,2097152,300,4104,76.69,315.27
1,131072,test-snappy,-1,snappy,5,2097152,500,3978,79.01,315.01
1,131072,test-snappy,-1,snappy,5,2097152,700,4357,71.37,333.52
1,131072,test-snappy,-1,snappy,5,2097152,1000,4315,71.61,338.74
1,131072,test-snappy,-1,snappy,5,4194304,0,5264,56.55,430.56
1,131072,test-snappy,-1,snappy,5,4194304,20,4039,77.65,312.14
1,131072,test-snappy,-1,snappy,5,4194304,50,4110,76.19,328.61
1,131072,test-snappy,-1,snappy,5,4194304,100,9173,74.85,339.94
1,131072,test-snappy,-1,snappy,5,4194304,150,4706,65.11,389.49
1,131072,test-snappy,-1,snappy,5,4194304,200,4791,63.32,396.48
1,131072,test-snappy,-1,snappy,5,4194304,300,5003,60.28,427.45
1,131072,test-snappy,-1,snappy,5,4194304,500,4728,64.32,389.34
1,131072,test-snappy,-1,snappy,5,4194304,700,4365,70.76,360.01
1,131072,test-snappy,-1,snappy,5,4194304,1000,4514,67.94,364.49
1,131072,test-snappy,-1,snappy,5,8388608,0,6080,48.23,521.06
1,131072,test-snappy,-1,snappy,5,8388608,20,4768,63.60,416.82
1,131072,test-snappy,-1,snappy,5,8388608,50,4569,66.89,393.88
1,131072,test-snappy,-1,snappy,5,8388608,100,4692,65.24,398.23
1,131072,test-snappy,-1,snappy,5,8388608,150,5193,57.58,439.82
1,131072,test-snappy,-1,snappy,5,8388608,200,4753,63.86,398.44
1,131072,test-snappy,-1,snappy,5,8388608,300,4505,68.05,375.41
1,131072,test-snappy,-1,snappy,5,8388608,500,4960,60.65,427.33
1,131072,test-snappy,-1,snappy,5,8388608,700,5482,53.97,474.92
1,131072,test-snappy,-1,snappy,5,8388608,1000,4896,61.85,412.77
1,131072,test-snappy,0,snappy,1,0,0,2954,115.42,186.81
1,131072,test-snappy,0,snappy,1,0,20,2871,121.73,173.54
1,131072,test-snappy,0,snappy,1,0,50,3794,84.35,315.76
1,131072,test-snappy,0,snappy,1,0,100,3001,114.49,207.97
1,131072,test-snappy,0,snappy,1,0,150,3762,84.66,316.31
1,131072,test-snappy,0,snappy,1,0,200,2888,119.91,208.63
1,131072,test-snappy,0,snappy,1,0,300,3064,112.73,212.67
1,131072,test-snappy,0,snappy,1,0,500,3023,112.87,208.66
1,131072,test-snappy,0,snappy,1,0,700,3009,112.92,191.24
1,131072,test-snappy,0,snappy,1,0,1000,2981,114.13,190.33
1,131072,test-snappy,0,snappy,1,512,0,3049,112.04,214.49
1,131072,test-snappy,0,snappy,1,512,20,2976,114.64,207.15
1,131072,test-snappy,0,snappy,1,512,50,3019,112.83,210.65
1,131072,test-snappy,0,snappy,1,512,100,3791,83.93,307.82
1,131072,test-snappy,0,snappy,1,512,150,2915,117.81,182.40
1,131072,test-snappy,0,snappy,1,512,200,2981,114.34,210.40
1,131072,test-snappy,0,snappy,1,512,300,3051,112.08,215.33
1,131072,test-snappy,0,snappy,1,512,500,3021,113.48,213.94
1,131072,test-snappy,0,snappy,1,512,700,3008,112.68,209.88
1,131072,test-snappy,0,snappy,1,512,1000,2874,120.64,208.40
1,131072,test-snappy,0,snappy,1,1024,0,3764,84.46,316.34
1,131072,test-snappy,0,snappy,1,1024,20,3727,85.56,312.68
1,131072,test-snappy,0,snappy,1,1024,50,3794,83.93,302.86
1,131072,test-snappy,0,snappy,1,1024,100,3801,84.38,315.30
1,131072,test-snappy,0,snappy,1,1024,150,3041,111.30,214.62
1,131072,test-snappy,0,snappy,1,1024,200,2976,114.54,212.73
1,131072,test-snappy,0,snappy,1,1024,300,2908,118.68,209.49
1,131072,test-snappy,0,snappy,1,1024,500,3777,84.35,315.63
1,131072,test-snappy,0,snappy,1,1024,700,2913,117.81,208.36
1,131072,test-snappy,0,snappy,1,1024,1000,3011,112.87,217.20
1,131072,test-snappy,0,snappy,1,8192,0,3771,84.43,313.70
1,131072,test-snappy,0,snappy,1,8192,20,3022,112.23,196.22
1,131072,test-snappy,0,snappy,1,8192,50,3762,84.68,315.44
1,131072,test-snappy,0,snappy,1,8192,100,2990,113.48,211.02
1,131072,test-snappy,0,snappy,1,8192,150,2909,118.79,178.59
1,131072,test-snappy,0,snappy,1,8192,200,2955,115.68,210.62
1,131072,test-snappy,0,snappy,1,8192,300,3006,113.37,216.22
1,131072,test-snappy,0,snappy,1,8192,500,3015,113.78,210.76
1,131072,test-snappy,0,snappy,1,8192,700,3006,113.27,190.44
1,131072,test-snappy,0,snappy,1,8192,1000,2981,114.29,212.79
1,131072,test-snappy,0,snappy,1,16384,0,3785,84.91,312.03
1,131072,test-snappy,0,snappy,1,16384,20,2988,113.98,208.82
1,131072,test-snappy,0,snappy,1,16384,50,3063,111.69,210.49
1,131072,test-snappy,0,snappy,1,16384,100,3769,84.60,312.21
1,131072,test-snappy,0,snappy,1,16384,150,3762,84.60,316.30
1,131072,test-snappy,0,snappy,1,16384,200,3046,112.38,212.51
1,131072,test-snappy,0,snappy,1,16384,300,2997,113.48,211.94
1,131072,test-snappy,0,snappy,1,16384,500,3008,112.73,214.61
1,131072,test-snappy,0,snappy,1,16384,700,2903,118.57,208.17
1,131072,test-snappy,0,snappy,1,16384,1000,3009,113.37,195.20
1,131072,test-snappy,0,snappy,1,32768,0,3016,112.63,210.31
1,131072,test-snappy,0,snappy,1,32768,20,3807,84.21,313.46
1,131072,test-snappy,0,snappy,1,32768,50,2984,114.23,207.86
1,131072,test-snappy,0,snappy,1,32768,100,3022,112.38,211.63
1,131072,test-snappy,0,snappy,1,32768,150,2966,115.00,188.76
1,131072,test-snappy,0,snappy,1,32768,200,2998,113.73,209.32
1,131072,test-snappy,0,snappy,1,32768,300,3067,110.87,220.22
1,131072,test-snappy,0,snappy,1,32768,500,2964,116.95,209.14
1,131072,test-snappy,0,snappy,1,32768,700,2964,115.58,206.32
1,131072,test-snappy,0,snappy,1,32768,1000,3758,84.99,312.20
1,131072,test-snappy,0,snappy,1,65536,0,2992,113.93,208.85
1,131072,test-snappy,0,snappy,1,65536,20,2920,117.59,210.56
1,131072,test-snappy,0,snappy,1,65536,50,3002,113.22,189.89
1,131072,test-snappy,0,snappy,1,65536,100,3775,84.52,315.56
1,131072,test-snappy,0,snappy,1,65536,150,3052,112.23,216.76
1,131072,test-snappy,0,snappy,1,65536,200,2944,116.36,183.56
1,131072,test-snappy,0,snappy,1,65536,300,2997,113.68,209.63
1,131072,test-snappy,0,snappy,1,65536,500,3002,114.29,208.51
1,131072,test-snappy,0,snappy,1,65536,700,2967,116.21,188.15
1,131072,test-snappy,0,snappy,1,65536,1000,2946,116.15,210.77
1,131072,test-snappy,0,snappy,1,131072,0,3755,84.85,312.67
1,131072,test-snappy,0,snappy,1,131072,20,3760,84.85,314.25
1,131072,test-snappy,0,snappy,1,131072,50,2991,113.88,192.70
1,131072,test-snappy,0,snappy,1,131072,100,2946,116.58,184.07
1,131072,test-snappy,0,snappy,1,131072,150,2978,114.54,212.80
1,131072,test-snappy,0,snappy,1,131072,200,3779,84.97,312.62
1,131072,test-snappy,0,snappy,1,131072,300,3795,83.93,307.62
1,131072,test-snappy,0,snappy,1,131072,500,3004,113.78,207.56
1,131072,test-snappy,0,snappy,1,131072,700,2992,114.39,208.75
1,131072,test-snappy,0,snappy,1,131072,1000,3814,84.10,300.63
1,131072,test-snappy,0,snappy,1,524288,0,2781,125.80,135.38
1,131072,test-snappy,0,snappy,1,524288,20,2892,119.24,144.24
1,131072,test-snappy,0,snappy,1,524288,50,3067,110.68,170.05
1,131072,test-snappy,0,snappy,1,524288,100,2941,116.31,163.55
1,131072,test-snappy,0,snappy,1,524288,150,3830,82.93,244.25
1,131072,test-snappy,0,snappy,1,524288,200,2889,119.24,145.07
1,131072,test-snappy,0,snappy,1,524288,300,2941,116.52,149.44
1,131072,test-snappy,0,snappy,1,524288,500,2971,114.64,166.90
1,131072,test-snappy,0,snappy,1,524288,700,3742,85.59,239.76
1,131072,test-snappy,0,snappy,1,524288,1000,2989,114.44,162.58
1,131072,test-snappy,0,snappy,1,1048576,0,3081,109.64,197.99
1,131072,test-snappy,0,snappy,1,1048576,20,2965,114.95,174.72
1,131072,test-snappy,0,snappy,1,1048576,50,3069,110.11,199.98
1,131072,test-snappy,0,snappy,1,1048576,100,2866,120.47,162.13
1,131072,test-snappy,0,snappy,1,1048576,150,3049,112.08,198.08
1,131072,test-snappy,0,snappy,1,1048576,200,2950,115.94,189.48
1,131072,test-snappy,0,snappy,1,1048576,300,3101,108.57,195.34
1,131072,test-snappy,0,snappy,1,1048576,500,3096,109.92,201.41
1,131072,test-snappy,0,snappy,1,1048576,700,3896,81.84,279.31
1,131072,test-snappy,0,snappy,1,1048576,1000,2984,115.00,194.63
1,131072,test-snappy,0,snappy,1,2097152,0,3796,83.80,291.09
1,131072,test-snappy,0,snappy,1,2097152,20,3209,103.94,211.35
1,131072,test-snappy,0,snappy,1,2097152,50,4060,77.20,308.32
1,131072,test-snappy,0,snappy,1,2097152,100,3841,83.06,296.26
1,131072,test-snappy,0,snappy,1,2097152,150,3114,108.29,192.74
1,131072,test-snappy,0,snappy,1,2097152,200,3832,82.82,288.85
1,131072,test-snappy,0,snappy,1,2097152,300,2830,122.55,168.23
1,131072,test-snappy,0,snappy,1,2097152,500,3125,107.43,212.00
1,131072,test-snappy,0,snappy,1,2097152,700,3136,107.25,209.12
1,131072,test-snappy,0,snappy,1,2097152,1000,2940,116.79,189.53
1,131072,test-snappy,0,snappy,1,4194304,0,3901,80.99,306.71
1,131072,test-snappy,0,snappy,1,4194304,20,3306,100.43,241.23
1,131072,test-snappy,0,snappy,1,4194304,50,2917,117.92,189.63
1,131072,test-snappy,0,snappy,1,4194304,100,3122,107.79,210.18
1,131072,test-snappy,0,snappy,1,4194304,150,3128,107.25,223.57
1,131072,test-snappy,0,snappy,1,4194304,200,3811,83.36,295.48
1,131072,test-snappy,0,snappy,1,4194304,300,3026,112.13,209.79
1,131072,test-snappy,0,snappy,1,4194304,500,3870,82.66,291.94
1,131072,test-snappy,0,snappy,1,4194304,700,3149,106.71,210.23
1,131072,test-snappy,0,snappy,1,4194304,1000,3985,79.28,308.23
1,131072,test-snappy,0,snappy,1,8388608,0,3769,84.60,289.75
1,131072,test-snappy,0,snappy,1,8388608,20,3284,100.91,239.10
1,131072,test-snappy,0,snappy,1,8388608,50,3257,101.47,239.82
1,131072,test-snappy,0,snappy,1,8388608,100,3728,85.76,294.65
1,131072,test-snappy,0,snappy,1,8388608,150,2866,121.79,185.38
1,131072,test-snappy,0,snappy,1,8388608,200,3618,89.51,258.03
1,131072,test-snappy,0,snappy,1,8388608,300,3629,88.67,276.33
1,131072,test-snappy,0,snappy,1,8388608,500,2951,116.05,192.84
