0,1024,test-snappy,-1,snappy,1,0,0,15330,-1,-1
0,1024,test-snappy,-1,snappy,1,0,20,15330,-1,-1
0,1024,test-snappy,-1,snappy,1,0,50,15329,-1,-1
0,1024,test-snappy,-1,snappy,1,0,100,15331,-1,-1
0,1024,test-snappy,-1,snappy,1,0,150,15332,-1,-1
0,1024,test-snappy,-1,snappy,1,0,200,15329,-1,-1
0,1024,test-snappy,-1,snappy,1,0,300,15331,-1,-1
0,1024,test-snappy,-1,snappy,1,0,500,15330,-1,-1
0,1024,test-snappy,-1,snappy,1,0,700,15331,-1,-1
0,1024,test-snappy,-1,snappy,1,0,1000,15332,-1,-1
0,1024,test-snappy,-1,snappy,1,512,0,15330,-1,-1
0,1024,test-snappy,-1,snappy,1,512,20,15330,-1,-1
0,1024,test-snappy,-1,snappy,1,512,50,15328,-1,-1
0,1024,test-snappy,-1,snappy,1,512,100,15332,-1,-1
0,1024,test-snappy,-1,snappy,1,512,150,15329,-1,-1
0,1024,test-snappy,-1,snappy,1,512,200,15329,-1,-1
0,1024,test-snappy,-1,snappy,1,512,300,15329,-1,-1
0,1024,test-snappy,-1,snappy,1,512,500,15330,-1,-1
0,1024,test-snappy,-1,snappy,1,512,700,15330,-1,-1
0,1024,test-snappy,-1,snappy,1,512,1000,15330,-1,-1
0,1024,test-snappy,-1,snappy,1,1024,0,15330,-1,-1
0,1024,test-snappy,-1,snappy,1,1024,20,15333,-1,-1
0,1024,test-snappy,-1,snappy,1,1024,50,15331,-1,-1
0,1024,test-snappy,-1,snappy,1,1024,100,15330,-1,-1
0,1024,test-snappy,-1,snappy,1,1024,150,15331,-1,-1
0,1024,test-snappy,-1,snappy,1,1024,200,15329,-1,-1
0,1024,test-snappy,-1,snappy,1,1024,300,15331,-1,-1
0,1024,test-snappy,-1,snappy,1,1024,500,15330,-1,-1
0,1024,test-snappy,-1,snappy,1,1024,700,15329,-1,-1
0,1024,test-snappy,-1,snappy,1,1024,1000,15330,-1,-1
0,1024,test-snappy,-1,snappy,5,0,0,15331,-1,-1
0,1024,test-snappy,-1,snappy,5,0,20,15332,-1,-1
0,1024,test-snappy,-1,snappy,5,0,50,15330,-1,-1
0,1024,test-snappy,-1,snappy,5,0,100,15331,-1,-1
0,1024,test-snappy,-1,snappy,5,0,150,15330,-1,-1
0,1024,test-snappy,-1,snappy,5,0,200,15333,-1,-1
0,1024,test-snappy,-1,snappy,5,0,300,15330,-1,-1
0,1024,test-snappy,-1,snappy,5,0,500,15331,-1,-1
0,1024,test-snappy,-1,snappy,5,0,700,15330,-1,-1
0,1024,test-snappy,-1,snappy,5,0,1000,15329,-1,-1
0,1024,test-snappy,-1,snappy,5,512,0,15332,-1,-1
0,1024,test-snappy,-1,snappy,5,512,20,15331,-1,-1
0,1024,test-snappy,-1,snappy,5,512,50,15330,-1,-1
0,1024,test-snappy,-1,snappy,5,512,100,15332,-1,-1
0,1024,test-snappy,-1,snappy,5,512,150,15332,-1,-1
0,1024,test-snappy,-1,snappy,5,512,200,15331,-1,-1
0,1024,test-snappy,-1,snappy,5,512,300,15332,-1,-1
0,1024,test-snappy,-1,snappy,5,512,500,15331,-1,-1
0,1024,test-snappy,-1,snappy,5,512,700,15331,-1,-1
0,1024,test-snappy,-1,snappy,5,512,1000,15332,-1,-1
0,1024,test-snappy,-1,snappy,5,1024,0,15330,-1,-1
0,1024,test-snappy,-1,snappy,5,1024,20,15333,-1,-1
0,1024,test-snappy,-1,snappy,5,1024,50,15329,-1,-1
0,1024,test-snappy,-1,snappy,5,1024,100,15332,-1,-1
0,1024,test-snappy,-1,snappy,5,1024,150,15331,-1,-1
0,1024,test-snappy,-1,snappy,5,1024,200,15330,-1,-1
0,1024,test-snappy,-1,snappy,5,1024,300,15332,-1,-1
0,1024,test-snappy,-1,snappy,5,1024,500,15332,-1,-1
0,1024,test-snappy,-1,snappy,5,1024,700,15331,-1,-1
0,1024,test-snappy,-1,snappy,5,1024,1000,15330,-1,-1
0,1024,test-snappy,1,snappy,1,0,0,15332,-1,-1
0,1024,test-snappy,1,snappy,1,0,20,15333,-1,-1
0,1024,test-snappy,1,snappy,1,0,50,15334,-1,-1
0,1024,test-snappy,1,snappy,1,0,100,15333,-1,-1
0,1024,test-snappy,1,snappy,1,0,150,15334,-1,-1
0,1024,test-snappy,1,snappy,1,0,200,15333,-1,-1
0,1024,test-snappy,1,snappy,1,0,300,15332,-1,-1
0,1024,test-snappy,1,snappy,1,0,500,15334,-1,-1
0,1024,test-snappy,1,snappy,1,0,700,15333,-1,-1
0,1024,test-snappy,1,snappy,1,0,1000,15334,-1,-1
0,1024,test-snappy,1,snappy,1,512,0,15333,-1,-1
0,1024,test-snappy,1,snappy,1,512,20,15332,-1,-1
0,1024,test-snappy,1,snappy,1,512,50,15334,-1,-1
0,1024,test-snappy,1,snappy,1,512,100,15334,-1,-1
0,1024,test-snappy,1,snappy,1,512,150,15333,-1,-1
0,1024,test-snappy,1,snappy,1,512,200,15332,-1,-1
0,1024,test-snappy,1,snappy,1,512,300,15332,-1,-1
0,1024,test-snappy,1,snappy,1,512,500,15333,-1,-1
0,1024,test-snappy,1,snappy,1,512,700,15334,-1,-1
0,1024,test-snappy,1,snappy,1,512,1000,15333,-1,-1
0,1024,test-snappy,1,snappy,1,1024,0,15334,-1,-1
0,1024,test-snappy,1,snappy,1,1024,20,15333,-1,-1
0,1024,test-snappy,1,snappy,1,1024,50,15334,-1,-1
0,1024,test-snappy,1,snappy,1,1024,100,15334,-1,-1
0,1024,test-snappy,1,snappy,1,1024,150,15333,-1,-1
0,1024,test-snappy,1,snappy,1,1024,200,15332,-1,-1
0,1024,test-snappy,1,snappy,1,1024,300,15333,-1,-1
0,1024,test-snappy,1,snappy,1,1024,500,15333,-1,-1
0,1024,test-snappy,1,snappy,1,1024,700,15333,-1,-1
0,1024,test-snappy,1,snappy,1,1024,1000,15332,-1,-1
0,128,test-snappy,-1,snappy,1,0,0,15330,-1,-1
0,128,test-snappy,-1,snappy,1,0,20,15330,-1,-1
0,128,test-snappy,-1,snappy,1,0,50,15330,-1,-1
0,128,test-snappy,-1,snappy,1,0,100,15331,-1,-1
0,128,test-snappy,-1,snappy,1,0,150,15383,-1,-1
0,128,test-snappy,-1,snappy,1,0,200,15365,-1,-1
0,128,test-snappy,-1,snappy,1,0,300,15374,-1,-1
0,128,test-snappy,-1,snappy,1,0,500,15330,-1,-1
0,128,test-snappy,-1,snappy,1,0,700,15331,-1,-1
0,128,test-snappy,-1,snappy,1,0,1000,15330,-1,-1
0,128,test-snappy,-1,snappy,1,512,0,15331,-1,-1
0,128,test-snappy,-1,snappy,1,512,20,15330,-1,-1
0,128,test-snappy,-1,snappy,1,512,50,15330,-1,-1
0,128,test-snappy,-1,snappy,1,512,100,15331,-1,-1
0,128,test-snappy,-1,snappy,1,512,150,15330,-1,-1
0,128,test-snappy,-1,snappy,1,512,200,15330,-1,-1
0,128,test-snappy,-1,snappy,1,512,300,15331,-1,-1
0,128,test-snappy,-1,snappy,1,512,500,15331,-1,-1
0,128,test-snappy,-1,snappy,1,512,700,15330,-1,-1
0,128,test-snappy,-1,snappy,1,512,1000,15334,-1,-1
0,128,test-snappy,-1,snappy,5,0,0,15330,-1,-1
0,128,test-snappy,-1,snappy,5,0,20,15330,-1,-1
0,128,test-snappy,-1,snappy,5,0,50,15331,-1,-1
0,128,test-snappy,-1,snappy,5,0,100,15330,-1,-1
0,128,test-snappy,-1,snappy,5,0,150,15330,-1,-1
0,128,test-snappy,-1,snappy,5,0,200,15338,-1,-1
0,128,test-snappy,-1,snappy,5,0,300,15330,-1,-1
0,128,test-snappy,-1,snappy,5,0,500,15329,-1,-1
0,128,test-snappy,-1,snappy,5,0,700,15330,-1,-1
0,128,test-snappy,-1,snappy,5,0,1000,15331,-1,-1
0,128,test-snappy,-1,snappy,5,512,0,15334,-1,-1
0,128,test-snappy,-1,snappy,5,512,20,15331,-1,-1
0,128,test-snappy,-1,snappy,5,512,50,15329,-1,-1
0,128,test-snappy,-1,snappy,5,512,100,15330,-1,-1
0,128,test-snappy,-1,snappy,5,512,150,15331,-1,-1
0,128,test-snappy,-1,snappy,5,512,200,15331,-1,-1
0,128,test-snappy,-1,snappy,5,512,300,15330,-1,-1
0,128,test-snappy,-1,snappy,5,512,500,15331,-1,-1
0,128,test-snappy,-1,snappy,5,512,700,15331,-1,-1
0,128,test-snappy,-1,snappy,5,512,1000,15331,-1,-1
0,128,test-snappy,-1,snappy,5,8388608,0,15330,-1,-1
0,128,test-snappy,0,snappy,1,0,0,15333,-1,-1
0,128,test-snappy,0,snappy,1,0,20,15333,-1,-1
0,128,test-snappy,0,snappy,1,0,50,15336,-1,-1
0,128,test-snappy,0,snappy,1,0,100,15334,-1,-1
0,128,test-snappy,0,snappy,1,0,150,15385,-1,-1
0,128,test-snappy,0,snappy,1,0,200,15334,-1,-1
0,128,test-snappy,0,snappy,1,0,300,15333,-1,-1
0,128,test-snappy,0,snappy,1,0,500,15335,-1,-1
0,128,test-snappy,0,snappy,1,0,700,15335,-1,-1
