512000,1024,1,"snappy",1,0,0,TIMEOUT
512000,1024,1,"snappy",1,0,20,TIMEOUT
512000,1024,1,"snappy",1,0,50,TIMEOUT
512000,1024,1,"snappy",1,0,150,TIMEOUT
512000,1024,1,"snappy",1,0,500,TIMEOUT
512000,1024,1,"snappy",2,0,0,TIMEOUT
512000,1024,1,"snappy",2,0,20,TIMEOUT
512000,1024,1,"snappy",2,0,50,TIMEOUT
512000,1024,1,"snappy",2,0,150,TIMEOUT
512000,1024,1,"snappy",2,0,500,TIMEOUT
512000,1024,1,"snappy",5,0,0,TIMEOUT
512000,1024,1,"snappy",5,0,20,TIMEOUT
512000,1024,1,"snappy",5,0,50,TIMEOUT
512000,1024,1,"snappy",5,0,150,TIMEOUT
512000,1024,1,"snappy",5,0,500,TIMEOUT
512000,1024,1,"snappy",7,0,0,TIMEOUT
512000,1024,1,"snappy",7,0,20,TIMEOUT
512000,1024,1,"snappy",7,0,50,TIMEOUT
512000,1024,1,"snappy",7,0,150,TIMEOUT
512000,1024,1,"snappy",7,0,500,TIMEOUT
512000,1024,1,"snappy",10,0,0,TIMEOUT
512000,1024,1,"snappy",10,0,20,TIMEOUT
512000,1024,1,"snappy",10,0,50,TIMEOUT
512000,1024,1,"snappy",10,0,150,TIMEOUT
512000,1024,1,"snappy",10,0,500,TIMEOUT
512000,1024,1,"none",1,0,0,TIMEOUT
512000,1024,1,"none",1,0,20,TIMEOUT
512000,1024,1,"none",1,0,50,TIMEOUT
512000,1024,1,"none",1,0,150,TIMEOUT
512000,1024,1,"none",1,0,500,TIMEOUT
512000,1024,1,"none",2,0,0,TIMEOUT
512000,1024,1,"none",2,0,20,TIMEOUT
512000,1024,1,"none",2,0,50,TIMEOUT
512000,1024,1,"none",2,0,150,TIMEOUT
512000,1024,1,"none",2,0,500,TIMEOUT
512000,1024,1,"none",5,0,0,TIMEOUT
512000,1024,1,"none",5,0,20,TIMEOUT
512000,1024,1,"none",5,0,50,TIMEOUT
512000,1024,1,"none",5,0,150,TIMEOUT
512000,1024,1,"none",5,0,500,TIMEOUT
512000,1024,1,"none",7,0,0,TIMEOUT
512000,1024,1,"none",7,0,20,TIMEOUT
512000,1024,1,"none",7,0,50,TIMEOUT
512000,1024,1,"none",7,0,150,TIMEOUT
512000,1024,1,"none",7,0,500,TIMEOUT
512000,1024,1,"none",10,0,0,TIMEOUT
512000,1024,1,"none",10,0,20,TIMEOUT
512000,1024,1,"none",10,0,50,TIMEOUT
512000,1024,1,"none",10,0,150,TIMEOUT
