51200,10240,-1,"snappy",1,9437184,0,TIMEOUT
51200,10240,-1,"snappy",1,9437184,20,TIMEOUT
51200,10240,-1,"snappy",1,9437184,50,TIMEOUT
51200,10240,-1,"snappy",1,9437184,150,TIMEOUT
51200,10240,-1,"snappy",1,9437184,500,TIMEOUT
51200,10240,-1,"snappy",2,9437184,0,TIMEOUT
51200,10240,-1,"snappy",2,9437184,20,TIMEOUT
51200,10240,-1,"snappy",2,9437184,50,TIMEOUT
51200,10240,-1,"snappy",2,9437184,150,TIMEOUT
51200,10240,-1,"snappy",2,9437184,500,TIMEOUT
51200,10240,-1,"snappy",5,9437184,0,TIMEOUT
51200,10240,-1,"snappy",5,9437184,20,TIMEOUT
51200,10240,-1,"snappy",5,9437184,50,TIMEOUT
51200,10240,-1,"snappy",5,9437184,150,TIMEOUT
51200,10240,-1,"snappy",5,9437184,500,TIMEOUT
51200,10240,-1,"snappy",7,9437184,0,TIMEOUT
51200,10240,-1,"snappy",7,9437184,20,TIMEOUT
51200,10240,-1,"snappy",7,9437184,50,TIMEOUT
51200,10240,-1,"snappy",7,9437184,150,TIMEOUT
51200,10240,-1,"snappy",7,9437184,500,TIMEOUT
51200,10240,-1,"snappy",10,9437184,0,TIMEOUT
51200,10240,-1,"snappy",10,9437184,20,TIMEOUT
51200,10240,-1,"snappy",10,9437184,50,TIMEOUT
51200,10240,-1,"snappy",10,9437184,150,TIMEOUT
51200,10240,-1,"snappy",10,9437184,500,TIMEOUT
51200,10240,-1,"none",1,9437184,0,TIMEOUT
51200,10240,-1,"none",1,9437184,20,TIMEOUT
51200,10240,-1,"none",1,9437184,50,TIMEOUT
51200,10240,-1,"none",1,9437184,150,TIMEOUT
51200,10240,-1,"none",1,9437184,500,TIMEOUT
51200,10240,-1,"none",2,9437184,0,TIMEOUT
51200,10240,-1,"none",2,9437184,20,TIMEOUT
51200,10240,-1,"none",2,9437184,50,TIMEOUT
51200,10240,-1,"none",2,9437184,150,TIMEOUT
51200,10240,-1,"none",2,9437184,500,TIMEOUT
51200,10240,-1,"none",5,9437184,0,TIMEOUT
51200,10240,-1,"none",5,9437184,20,TIMEOUT
51200,10240,-1,"none",5,9437184,50,TIMEOUT
51200,10240,-1,"none",5,9437184,150,TIMEOUT
51200,10240,-1,"none",5,9437184,500,TIMEOUT
51200,10240,-1,"none",7,9437184,0,TIMEOUT
51200,10240,-1,"none",7,9437184,20,TIMEOUT
51200,10240,-1,"none",7,9437184,50,TIMEOUT
